uuid,linkname,date_visit,atypical,duration,completion
30c3d4aa4d406d9563425c324b8acc74@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,2,.079999998
30c3d4aa4d406d9563425c324b8acc74@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,0,0
30cbd4d30fccb1fe6e8e70d1242097ee@brchytx.com,High Fluency/Low Quality - Brachytix,22jan2023,0,41,1
30cd659ee32ad7e9091d27237519ee65@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,10,.079999998
30ce9855587c7cc55e1074993ed81c7d@brchytx.com,High Fluency/High Quality - Brachytix,23jan2023,0,34,1
30dcd4bcac21752c52c135ac8b8f4eca@brchytx.com,High Fluency/Low Quality - Brachytix,22jan2023,0,68,.92000002
30ed0028eda69d61804c2ccfda36fd78@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,0,119,1
30f60a5b635d617c45c70ed41278d979@brchytx.com,Low Fluency/Low Quality - Brachytix,20jan2023,1,13,.079999998
30f6c760cdc01a2116e2e7e323ef55c2@brchytx.com,High Fluency/Low Quality - Brachytix,24jan2023,0,73,1
30fcbe8cf42550eb86a6882f63b2b674@brchytx.com,Low Fluency/Low Quality - Brachytix,20jan2023,1,10,.079999998
3112137520b97b36f95dcf88f486697d@brchytx.com,High Fluency/High Quality - Brachytix,20jan2023,1,21,.079999998
3114dc8f56574e8bf21c2f574660ed66@brchytx.com,High Fluency/High Quality - Brachytix,23jan2023,0,164,1
311abbe2389648605cb7137e057f4ea7@brchytx.com,High Fluency/High Quality - Brachytix,25jan2023,0,190,.41999999
311abbe2389648605cb7137e057f4ea7@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,10,.079999998
3125dd0ff1f15c55a13fd835216f5af4@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,21.999998,.079999998
312883c3d6b5676cf507dc858b6e1e34@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,0,0
312883c3d6b5676cf507dc858b6e1e34@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,0,0
3130fd915379d3cf2afeb080f46b502d@brchytx.com,High Fluency/High Quality - Brachytix,25jan2023,0,67,.82999998
313be3cf995f7d42849514a24b33fe34@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,0,93,.67000002
314901794b593674d82679560a7bff68@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,23.000002,.079999998
315072cd348eb2dcb2a0298b395ec568@brchytx.com,High Fluency/High Quality - Brachytix,24jan2023,0,14,1
315e071cfb2349aae24ea322af2a00cb@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,0,0
315e071cfb2349aae24ea322af2a00cb@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,0,0
31627372bdf344460a93985adf3082b6@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,21,.079999998
31638ad0147f2d7563c1d01c150f6031@brchytx.com,Low Fluency/High Quality - Brachytix,20jan2023,1,10,.079999998
3166e2b5afa43af3fc83a235989f7adc@brchytx.com,High Fluency/High Quality - Brachytix,23jan2023,0,235,.33000001
316af52c631a634c2519e84fb17190f6@brchytx.com,High Fluency/High Quality - Brachytix,24jan2023,0,166,.57999998
31764632378a95b25727c86911f4e7c4@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,21.999998,.079999998
31764632378a95b25727c86911f4e7c4@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,10,.079999998
319a238a6f01d13040973657f8994fe8@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,0,86,1
319c1d0e13e393abbfd70aeeb1833e64@brchytx.com,High Fluency/High Quality - Brachytix,22jan2023,0,52,.75
31a37fe223075075a06ba7f33f90ddc8@brchytx.com,Low Fluency/Low Quality - Brachytix,22jan2023,0,45,.67000002
31a4b6b180cf3f89e0227432bc7be814@brchytx.com,High Fluency/Low Quality - Brachytix,20jan2023,1,10,.079999998
31a4b6b180cf3f89e0227432bc7be814@brchytx.com,High Fluency/Low Quality - Brachytix,23jan2023,0,100,.41999999
31a930b65695c5aab77014e5622f86be@brchytx.com,High Fluency/Low Quality - Brachytix,20jan2023,1,33,.079999998
31a930b65695c5aab77014e5622f86be@brchytx.com,High Fluency/Low Quality - Brachytix,23jan2023,0,166,.75
31edc35406446a8396ca055c40f70a20@brchytx.com,Low Fluency/Low Quality - Brachytix,24jan2023,0,81,.41999999
31fac47803716ed2710fdcb1cfbe2ddf@brchytx.com,High Fluency/High Quality - Brachytix,20jan2023,1,33,.079999998
3209f463d67ae2b7519214515c117f0e@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,0,204,.41999999
3214b1f5e5d5ca60444c6dc38c8027c6@brchytx.com,High Fluency/High Quality - Brachytix,20jan2023,1,23.000002,.079999998
32394b8619d611147570c3c4d1b631fe@brchytx.com,High Fluency/High Quality - Brachytix,22jan2023,0,104,.92000002
3254473efa828b19b2dcdf835b378a12@brchytx.com,Low Fluency/High Quality - Brachytix,20jan2023,1,0,0
3254473efa828b19b2dcdf835b378a12@brchytx.com,Low Fluency/High Quality - Brachytix,20jan2023,1,0,0
325daaac815142f80200244c4af9ac18@brchytx.com,Low Fluency/Low Quality - Brachytix,20jan2023,1,21,.079999998
325e569bd1209e4a0f9dc08cb8405474@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,1,21,.079999998
325e569bd1209e4a0f9dc08cb8405474@brchytx.com,Low Fluency/Low Quality - Brachytix,23jan2023,0,3,.82999998
328a7f650e1bec8115a710faf8ecac93@brchytx.com,Low Fluency/High Quality - Brachytix,23jan2023,0,131,.75
329521fcadf8eaa5269dcef450798dbc@brchytx.com,High Fluency/Low Quality - Brachytix,23jan2023,0,31,.67000002
32ad73bc00a556ab4be980b274e05493@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,0,0
32ad73bc00a556ab4be980b274e05493@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,0,0
32ad73bc00a556ab4be980b274e05493@brchytx.com,High Fluency/Low Quality - Brachytix,22jan2023,0,120,.25
32c0efc4edb8942113147c2003f9afe0@brchytx.com,Low Fluency/Low Quality - Brachytix,24jan2023,0,18,.67000002
32c306ad7d02a19d6d680545cfd667bc@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,24,.079999998
32c5938ad8c25c1c22f3120763a9fdb6@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,1,10,.079999998
32c86d469d4ff86af63a3f81f2d41a67@brchytx.com,High Fluency/High Quality - Brachytix,24jan2023,0,184,1
32c86d469d4ff86af63a3f81f2d41a67@brchytx.com,High Fluency/High Quality - Brachytix,04feb2023,0,133,.82999998
32d9f6bdf19e65e42fe5bad8cdceb588@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,0,2,.25
32d9f6bdf19e65e42fe5bad8cdceb588@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,10,.079999998
32dd59cdff851d56cdba30df307fb8d4@brchytx.com,Low Fluency/Low Quality - Brachytix,24jan2023,0,8,.17
32de48b563154bb33426c96ad20ed927@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,10,.079999998
32ded0ebb0fa23ae3fd9b2019dabb212@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,0,61,1
32e5cd2e0483f3172c40c393f535e298@brchytx.com,High Fluency/Low Quality - Brachytix,20jan2023,1,10,.079999998
32f209ae7a46aebf74539da17acfd430@brchytx.com,High Fluency/Low Quality - Brachytix,20jan2023,1,21,.079999998
331a199aa1d40b7e8e56f0764e949b9d@brchytx.com,Low Fluency/Low Quality - Brachytix,20jan2023,1,10,.079999998
331c3400970554cb3600303afdff6fab@brchytx.com,High Fluency/Low Quality - Brachytix,25jan2023,0,158,.33000001
33226b1a6ed116ee5c9635ec57edb920@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,0,0
33226b1a6ed116ee5c9635ec57edb920@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,0,0
333a46c4aba8d3e78d0def84943c08ae@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,1,24,.079999998
333c630f4d9ed414f999a317390b308e@brchytx.com,High Fluency/Low Quality - Brachytix,20jan2023,1,21,.079999998
33469d4c75333947501c2ed9551b152e@brchytx.com,Low Fluency/Low Quality - Brachytix,20jan2023,1,25,.079999998
334d085ef085c6dc3d742c94055a9289@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,48,.079999998
335e7ecc26247127e95b12db0be40834@brchytx.com,Low Fluency/High Quality - Brachytix,24jan2023,0,118,.33000001
33664115dc7a52352892002bafc2c7db@brchytx.com,Low Fluency/Low Quality - Brachytix,22jan2023,1,0,0
33664115dc7a52352892002bafc2c7db@brchytx.com,Low Fluency/Low Quality - Brachytix,22jan2023,1,0,0
336f5d004181b6785bdd273327236f16@brchytx.com,Low Fluency/Low Quality - Brachytix,22jan2023,0,99,.92000002
33727081683b513bcd46e9f2c11fc7d1@brchytx.com,High Fluency/High Quality - Brachytix,24jan2023,0,8,.82999998
337620a8e99e484d34c1d38bf9cdcb5a@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,21,.079999998
338910ac51498d24eed3203a33a05cce@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,1,10,.079999998
33d533f8039e0a03aa434bef3746f00a@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,21,.079999998
33d69d2410e79d48aa96df3513097bbe@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,1,10,.079999998
33e205305d773f9b053e764a128dd8de@brchytx.com,Low Fluency/Low Quality - Brachytix,22jan2023,1,10,.079999998
33e52b9ff9cc08c30522f85cefa4a0ba@brchytx.com,Low Fluency/Low Quality - Brachytix,23jan2023,0,46,.5
33ffdf8e3d80bbda03be729e11a68d89@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,0,0
33ffdf8e3d80bbda03be729e11a68d89@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,0,0
340229567bb8df9a6a19e5b4f27524a7@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,10,.079999998
34037a76cfa84a5b5006f212e14759b5@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,10,.079999998
340c2385bc519e14515bca1fc6cf34c3@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,1,21.999998,.079999998
342e5d70cd33639b36079eb8172c9bc1@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,1,0,0
342e5d70cd33639b36079eb8172c9bc1@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,1,0,0
342f70a7d2f20661291c7d68f07b0ea8@brchytx.com,Low Fluency/Low Quality - Brachytix,22jan2023,1,10,.079999998
342f979f911438a68b501bfd832f03dd@brchytx.com,Low Fluency/High Quality - Brachytix,24jan2023,0,91,.33000001
3433261061858e8785e057ef40c81ed0@brchytx.com,Low Fluency/Low Quality - Brachytix,25jan2023,0,102,.079999998
34351bd05d091d894963616775d8fde0@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,0,0,0
34351bd05d091d894963616775d8fde0@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,0,0,0
3440cee216057a3dfd4aa71c3639976f@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,10,.079999998
3445d060963263560f900fae3dc053d5@brchytx.com,Low Fluency/High Quality - Brachytix,23jan2023,0,157,.41999999
345149411788c10e17685ebb2b41dbaa@brchytx.com,Low Fluency/Low Quality - Brachytix,25jan2023,0,29,.41999999
347657f6b8bb711e6832d57dca40cd92@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,0,0
347657f6b8bb711e6832d57dca40cd92@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,0,0
3479b6179d3f791aa00b10c51a83236c@brchytx.com,High Fluency/High Quality - Brachytix,23jan2023,0,47,.33000001
3493d6a291ac383c097ccd6381b0fc13@brchytx.com,Low Fluency/High Quality - Brachytix,23jan2023,0,103,.41999999
3496f228703ec29b3fdeef4a6857766a@brchytx.com,Low Fluency/High Quality - Brachytix,24jan2023,0,303,1
3496f228703ec29b3fdeef4a6857766a@brchytx.com,Low Fluency/High Quality - Brachytix,25jan2023,0,6,.33000001
349fccd1d265f695f36b73371d38db90@brchytx.com,High Fluency/Low Quality - Brachytix,22jan2023,0,182,.92000002
34adcdc46eb353bc9d6ae4450ecc2a24@brchytx.com,High Fluency/Low Quality - Brachytix,22jan2023,1,21,.079999998
34c323e1c9d781acce10e91e588a0c9d@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,0,2,.67000002
34dfbc3b8b77e9aac8684856163afc14@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,10,.079999998
34dfbc3b8b77e9aac8684856163afc14@brchytx.com,High Fluency/Low Quality - Brachytix,24jan2023,0,135,.82999998
34e0709627b85b451cc8ecbdc1e65e53@brchytx.com,Low Fluency/Low Quality - Brachytix,23jan2023,0,102,1
3503cdf811d4414532e9d54130b5a65e@brchytx.com,High Fluency/High Quality - Brachytix,24jan2023,0,181,.33000001
3508b3cd35fefd0a6ece07dd7ee45c63@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,0,0
3508b3cd35fefd0a6ece07dd7ee45c63@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,0,0
351b84e8de65c1b0f79efe70bbfe2a91@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,10,.079999998
351e1e4694b6e436821aa2a2435c96ba@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,1,21,.079999998
35293dd8f7167ddc6c8ff1cb1ad6a4f3@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,10,.079999998
3546c5bffa1f765e0257d494915f3334@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,1,21,.079999998
354e4c48f21fe8fd683962aeadf83c3c@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,1,10,.079999998
35518e665afdb6ee023599f0fc892e13@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,21,.079999998
3551badc41ff39adbd1c2c9a6a8a877d@brchytx.com,Low Fluency/High Quality - Brachytix,25jan2023,0,172,.25
3554dcfc15c5d9055a9506e40f392232@brchytx.com,Low Fluency/Low Quality - Brachytix,22jan2023,1,21,.079999998
3556c4e26829935395dfdbf3d9f847e9@brchytx.com,Low Fluency/Low Quality - Brachytix,22jan2023,0,48,.67000002
359374e12cdbd885a67df1bb13bc4054@brchytx.com,High Fluency/Low Quality - Brachytix,23jan2023,0,44,.92000002
35a57c4f2fb5193b5230302e3933f9b9@brchytx.com,High Fluency/Low Quality - Brachytix,25jan2023,0,89,.82999998
35c46a41fb48aac19a88ebb138c864fb@brchytx.com,High Fluency/High Quality - Brachytix,22jan2023,1,0,0
35c46a41fb48aac19a88ebb138c864fb@brchytx.com,High Fluency/High Quality - Brachytix,22jan2023,1,0,0
35cf7f5118ad0c895614db7e247d8b95@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,0,0
35cf7f5118ad0c895614db7e247d8b95@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,0,0
35d5c0fe84f3dad5de68649292c18fa5@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,1,23.000002,.079999998
35f6cee30b0212870889b594f8870664@brchytx.com,Low Fluency/Low Quality - Brachytix,22jan2023,1,10,.079999998
35f7eddc3dd5f5cd5eb4a78e2db4c308@brchytx.com,High Fluency/High Quality - Brachytix,23jan2023,0,154,1
362f4df031adafb0e2b8101d857053ed@brchytx.com,High Fluency/Low Quality - Brachytix,22jan2023,0,181,.92000002
363442b7a153addb668ed1d701d680c7@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,0,0
363442b7a153addb668ed1d701d680c7@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,0,0
363c035675e821f8991b728d0c5613a4@brchytx.com,High Fluency/High Quality - Brachytix,22jan2023,1,25,.079999998
364501e32e0733dcb8446c0bea519c23@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,10,.079999998
3648b0913dfa84a895b1ac2606255200@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,18,.079999998
3677b80b927dce16393d57cf6f33cd9b@brchytx.com,High Fluency/Low Quality - Brachytix,24jan2023,0,113,.33000001
368fd9a75ae8b2e13f2e1667e3c94b6b@brchytx.com,Low Fluency/Low Quality - Brachytix,22jan2023,1,21,.079999998
36976bebda71af94f51fb07d2a0533b1@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,1,0,0
369faf0a83c303bf06bc0a75b57f9355@brchytx.com,High Fluency/High Quality - Brachytix,25jan2023,0,86,.41999999
36b4dca29c6ce5f6420b2bac72675ae4@brchytx.com,High Fluency/Low Quality - Brachytix,22jan2023,1,10,.079999998
36bad01f0607e4df2ccc1eb60991561c@brchytx.com,High Fluency/High Quality - Brachytix,22jan2023,1,0,0
36bad01f0607e4df2ccc1eb60991561c@brchytx.com,High Fluency/High Quality - Brachytix,22jan2023,1,0,0
36dd77a0547bf9ce28e565c336bde72b@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,1,10,.079999998
36ddefa038bb10d925944aebbcc40da2@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,21.999998,.079999998
36ea5e210e62e2f1abeb2527d1c5bed4@brchytx.com,Low Fluency/Low Quality - Brachytix,22jan2023,0,99,1
36ee4a1ee7e253a2c861e1a8f60fec20@brchytx.com,Low Fluency/Low Quality - Brachytix,23jan2023,0,44,.57999998
3700f185e3169cd42a18065f07c55fd0@brchytx.com,Low Fluency/Low Quality - Brachytix,29jan2023,0,113,.33000001
3700f185e3169cd42a18065f07c55fd0@brchytx.com,Low Fluency/Low Quality - Brachytix,25jan2023,0,85,.17
3700f185e3169cd42a18065f07c55fd0@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,1,10,.079999998
3711fbed89baa8c3a98332f1da41eedf@brchytx.com,High Fluency/Low Quality - Brachytix,22jan2023,1,10,.079999998
373b7e9faac00d5ff1ec6a8de4a7920c@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,1,0,0
373b7e9faac00d5ff1ec6a8de4a7920c@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,1,0,0
3748edb88541f0143fbd5e81ef82056a@brchytx.com,Low Fluency/Low Quality - Brachytix,22jan2023,0,24,.079999998
3750013ea22261a65ea2ba144ae1d1e2@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,21,.079999998
3766aebd066cd5cc3af5d077a806d3bf@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,10,.079999998
377abe4e1d5f8a534ccbd9b3bac2af72@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,1,10,.079999998
377abe4e1d5f8a534ccbd9b3bac2af72@brchytx.com,Low Fluency/Low Quality - Brachytix,24jan2023,0,112,1
377aeadf5ea82173a772029152a4994e@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,10,.079999998
377f7dbbd3cef70e978dc83bc31b39dd@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,1,10,.079999998
3781021655434cdaf93ae4306bb4f2ff@brchytx.com,High Fluency/Low Quality - Brachytix,22jan2023,1,21.999998,.079999998
378d9755893a3aa6813e0db347bcd6fc@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,1,10,.079999998
379e06b1b81274d9b187c02d60281eb6@brchytx.com,Low Fluency/Low Quality - Brachytix,23jan2023,0,30,.82999998
37bcb62ec87091be797eed4ba4973764@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,21,.079999998
37bd587101376602705bf8d5b5650182@brchytx.com,High Fluency/Low Quality - Brachytix,25jan2023,0,141,.67000002
37e0ae682cbff57b8c89529bcd807f36@brchytx.com,High Fluency/Low Quality - Brachytix,25jan2023,0,54,.92000002
37e36a6825e4a42a1fb9ceeef24c541b@brchytx.com,Low Fluency/Low Quality - Brachytix,25jan2023,0,5,.75
37eac52efe880c617a460416f32b2357@brchytx.com,High Fluency/High Quality - Brachytix,24jan2023,0,13,.33000001
37eac52efe880c617a460416f32b2357@brchytx.com,High Fluency/High Quality - Brachytix,22jan2023,1,10,.079999998
37f9b11369c5c7d78442ca666f05fe07@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,10,.079999998
3820562235ebca6d6d79b2b334e3a03d@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,10,.079999998
382b33e42ceb685dab31e43cb884b310@brchytx.com,High Fluency/Low Quality - Brachytix,22jan2023,0,126,1
3843aa3219cba1cdcb85bc43aa557aa8@brchytx.com,Low Fluency/Low Quality - Brachytix,22jan2023,0,66,.079999998
385a5499c3a536c9b468d89d5b6b01b0@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,0,0
385a5499c3a536c9b468d89d5b6b01b0@brchytx.com,Low Fluency/High Quality - Brachytix,23jan2023,0,122,.82999998
385a5499c3a536c9b468d89d5b6b01b0@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,0,0
385bf34186a555d0ef2abaf21b55ba43@brchytx.com,High Fluency/High Quality - Brachytix,25jan2023,0,67,.41999999
3876f388d6de9c3d0d84ee775e1f590b@brchytx.com,High Fluency/Low Quality - Brachytix,22jan2023,1,32,.079999998
3876f388d6de9c3d0d84ee775e1f590b@brchytx.com,High Fluency/Low Quality - Brachytix,25jan2023,0,11,.41999999
3899dec121151d97de77cd79dfc74290@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,1,23.000002,.079999998
38cf32f2973fe7253b91aca3eb553404@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,0,0
38cf32f2973fe7253b91aca3eb553404@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,0,0
38da303b8cb207ca2691cbcef123046b@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,0,0
38da303b8cb207ca2691cbcef123046b@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,0,0
38dcc8696eacc44d1ba2d7955854ea35@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,12,.079999998
38e35bf5ede140c89f164d4b67bc800f@brchytx.com,High Fluency/Low Quality - Brachytix,21jan2023,1,21,.079999998
38eec1c3ecff0f99ddfa8f9eadbc0320@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,10,.079999998
38f017e1646856bfc243aecc25f63aa2@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,1,10,.079999998
38f91f4d68aa97c332d37f9c76c2fc92@brchytx.com,Low Fluency/High Quality - Brachytix,23jan2023,0,69,.33000001
3916eb53fa409a0d2549795f65cb24c2@brchytx.com,High Fluency/Low Quality - Brachytix,24jan2023,0,118,.33000001
3926953e677c4a36aa6d8ee725a23955@brchytx.com,High Fluency/High Quality - Brachytix,04feb2023,0,62,.82999998
3926953e677c4a36aa6d8ee725a23955@brchytx.com,High Fluency/High Quality - Brachytix,23jan2023,0,37,1
392a43ebeed7007c76d08b28471425e0@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,1,0,0
392a43ebeed7007c76d08b28471425e0@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,1,0,0
3936eef24f2cef4479bec82cd83f0eb6@brchytx.com,Low Fluency/High Quality - Brachytix,25jan2023,0,102,1
3937b4f7fab2d0f8aa44c49601d8009f@brchytx.com,High Fluency/High Quality - Brachytix,25jan2023,0,174,.33000001
394459d8b172830e098647410c7cc65c@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,1,10,.079999998
394a8b53c28d38e83a586df09087afed@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,0,0
394a8b53c28d38e83a586df09087afed@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,0,0
394b71b959071c2d33cbfaf7ae6d5a72@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,1,21,.079999998
394ba8e154a65d4c90187ae225866ac9@brchytx.com,High Fluency/High Quality - Brachytix,22jan2023,1,10,.079999998
396fc63a227b9616836b2ca18ff95c23@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,10,.079999998
397c7e4bace1d604f845ded30c366f6a@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,0,0
397c7e4bace1d604f845ded30c366f6a@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,0,0
399497e3765cb94e7326f6478332068c@brchytx.com,High Fluency/Low Quality - Brachytix,22jan2023,0,135,.75
399497e3765cb94e7326f6478332068c@brchytx.com,High Fluency/Low Quality - Brachytix,03feb2023,0,115,.67000002
3996bbfeb4678eac1953d1415074506a@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,1,13,.079999998
3996bbfeb4678eac1953d1415074506a@brchytx.com,Low Fluency/High Quality - Brachytix,26jan2023,0,88,.57999998
3998f8780e8741d2efbdc2686fb1e7b8@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,24,.079999998
39a95794d1814a9e4fb254a4c20c5dd1@brchytx.com,High Fluency/Low Quality - Brachytix,26jan2023,0,159,1
39b66fbf4a960e5fe69f49ec536e8db1@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,0,0
39b66fbf4a960e5fe69f49ec536e8db1@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,0,0
39baa21e221b5433b4734627f48f5305@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,13,.079999998
39cec3ec77eae70fa2902b0fdecd6488@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,24,.079999998
39e4bd938c31792addeef3ac52ea19e5@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,21,.079999998
39e86e39eb8b0f14e5842bb1f1ffa9a1@brchytx.com,High Fluency/High Quality - Brachytix,23jan2023,0,60,1
39ffa0e9b4c0a1a9d938b7c8388e1e3f@brchytx.com,Low Fluency/Low Quality - Brachytix,22jan2023,1,0,0
39ffa0e9b4c0a1a9d938b7c8388e1e3f@brchytx.com,Low Fluency/Low Quality - Brachytix,22jan2023,1,0,0
3a03e9d8c583fa7efe45d586f62d46df@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,1,21,.079999998
3a03e9d8c583fa7efe45d586f62d46df@brchytx.com,Low Fluency/Low Quality - Brachytix,21jan2023,1,21,.079999998
3a0e4c55777dced8e8b3e1381c6bb3bc@brchytx.com,Low Fluency/Low Quality - Brachytix,24jan2023,0,907,1
3a279d15ecc794cc400cc49535fd00b4@brchytx.com,Low Fluency/High Quality - Brachytix,23jan2023,0,89,1
3a2aa2278931da14d62186aef2d92ae9@brchytx.com,High Fluency/High Quality - Brachytix,21jan2023,1,10,.079999998
3a2f56b85c1666dd0fd9597e5b54d7c3@brchytx.com,High Fluency/Low Quality - Brachytix,25jan2023,0,11,.57999998
3a419092f22de0a0ba4c98619199f497@brchytx.com,Low Fluency/High Quality - Brachytix,22jan2023,1,25,.079999998
3a5bc1103b24ac07f2a32451915a8c1a@brchytx.com,High Fluency/High Quality - Brachytix,25jan2023,0,59,.57999998
3a5cfc1fbfde4a16b737de7db84e3305@brchytx.com,High Fluency/Low Quality - Brachytix,26jan2023,0,40,.92000002
3a6a99b0db8c63d0f55d16e244df52da@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,0,0
3a6a99b0db8c63d0f55d16e244df52da@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,0,0
3a742826ba436857570779a8847e2ed4@brchytx.com,Low Fluency/High Quality - Brachytix,21jan2023,1,19,.079999998
