uuid,Investor type,hard_bounce,date_first_click,date_reply,positive,category
40a5f301d40f6cdcdb1b84aa2a0d8dec@prksq.com,Angel,1,NA,NA,NA,NA
40a6dd4b78bf7d890e9c0ea5d2148e14@prksq.com,Angel,0,NA,NA,NA,NA
40a9d0324efd26667cd11d8df8b8d435@prksq.com,Angel,0,NA,NA,NA,NA
40a9e0ac9261c6c43e8f0761b5ab5dc4@prksq.com,Angel,0,NA,NA,NA,NA
40adf66aab6fad7d61221ab88c267847@prksq.com,Angel,0,NA,NA,NA,NA
40aeca7e43887a4920f9f3b009c525db@prksq.com,Venture Capital,0,2023-01-28,NA,NA,NA
40b0c53c311a54bb2b13ea1727e697f2@prksq.com,Venture Capital,0,NA,NA,NA,NA
40b153ab4d4c045ae5475d51b8350b17@prksq.com,Venture Capital,0,NA,NA,NA,NA
40b1e3f3957baff05cea4db9ce5a396b@prksq.com,Venture Capital,0,NA,NA,NA,NA
40b1f64e9545444cf7dfb889b61d1a49@prksq.com,Angel,0,NA,NA,NA,NA
40b3e34978f95caa7777c55b12deb234@prksq.com,Venture Capital,0,NA,NA,NA,NA
40bbe76a54bea3b5dee6bd1ba6525d7c@prksq.com,Angel,0,NA,NA,NA,NA
40c0b7f6b38f10d646cd6685226d5c65@prksq.com,Venture Capital,0,NA,NA,NA,NA
40c15c9766dd8b36bfbd6cf8d5176e4b@prksq.com,Angel,0,NA,NA,NA,NA
40c83d1bb9fa6aeff3aecbdbeb2c49ca@prksq.com,Angel,0,NA,NA,NA,NA
40c84a3fbe034d4b9c763e8580d0aac5@prksq.com,Angel,0,2023-01-27,NA,NA,NA
40d12cbc436ad96294b299fa88598493@prksq.com,Angel,0,NA,NA,NA,NA
40d1c2862c01a12a7d0c937e2e0eac96@prksq.com,Angel,0,NA,NA,NA,NA
40d877ba2fb25aef894672c8e558287f@prksq.com,Angel,0,NA,NA,NA,NA
40dc0a4aecbecd02912e66079b0e93c2@prksq.com,Angel,0,NA,NA,NA,NA
40dceb117874bd15bb9a440ac95911e0@prksq.com,Angel,0,NA,NA,NA,NA
40dd5faafc4fa95d65b1afd04a7fa175@prksq.com,Angel,0,NA,NA,NA,NA
40de667e684574386b48399a860ec544@prksq.com,Angel,0,2023-01-28,NA,NA,NA
40deaa4a8a82a6b0e5822737501ce3f2@prksq.com,Venture Capital,1,NA,NA,NA,NA
40ee1632a2ffbe998b5532922e5a6115@prksq.com,Venture Capital,0,NA,NA,NA,NA
40f12aa979ce8990f4f1c783abfdb0eb@prksq.com,Angel,1,NA,NA,NA,NA
40f2cc8b524d720b0254d4ad4788fbdb@prksq.com,Angel,0,NA,NA,NA,NA
40f379318ec5d802703ccf8a8fee1045@prksq.com,Angel,0,NA,NA,NA,NA
40f480f79b7491fbc5c96604edafda3e@prksq.com,Angel,1,NA,NA,NA,NA
40f4fed09b5aac114bfb845bb12cef37@prksq.com,Angel,0,2023-01-29,2023-02-01,1,more info/clarification
40f58f1206725ef17e7efc3ccce8df97@prksq.com,Angel,1,NA,NA,NA,NA
40f9e28fd4208c83399c5276c354041d@prksq.com,Angel,0,NA,NA,NA,NA
40fa447e20123ac12e52bba65f218c91@prksq.com,Angel,0,NA,NA,NA,NA
40fbb26ae0ca6a7ab2ec62ceb58b9a72@prksq.com,Angel,0,NA,NA,NA,NA
40fbee0b784122cce4a105d82f429bd1@prksq.com,Venture Capital,0,NA,NA,NA,NA
41044d6e496831f9241e02a4f592a8a9@prksq.com,Angel,0,NA,NA,NA,NA
410beb0c59bfdb58a2e26a4436123623@prksq.com,Angel,0,NA,NA,NA,NA
410d786d7abe0263e7f51b5e0374ed87@prksq.com,Angel,0,NA,NA,NA,NA
411067c723f397e825e231a0b552ff3f@prksq.com,Angel,0,NA,NA,NA,NA
411419fd815e71fc80f134a7ed791718@prksq.com,Angel,0,NA,NA,NA,NA
411640fdff6e4acd1e840e48a57626b9@prksq.com,Venture Capital,0,NA,NA,NA,NA
41192b956b0f4071496f1765c4594b58@prksq.com,Angel,0,NA,NA,NA,NA
4125eec15629c0b13eea16becb77e58f@prksq.com,Angel,0,NA,NA,NA,NA
41260d6afb36d18de56f2b2026fae9fc@prksq.com,Angel,0,NA,NA,NA,NA
4127a7de676921a94a46cc122d47c1b5@prksq.com,Angel,0,NA,NA,NA,NA
41298000ae9e511650748c9088fa3e5f@prksq.com,Angel,1,NA,NA,NA,NA
412a0f0ab45beb01bb16ed4e651b8aad@prksq.com,Angel,0,NA,NA,NA,NA
412d5374f605c2b8777f8919fb0cbfca@prksq.com,Angel,0,NA,NA,NA,NA
412ebf2eedb6b9ae762fc49702692f07@prksq.com,Angel,0,NA,NA,NA,NA
412ff8711f3b86555191db8bfc2307db@prksq.com,Angel,0,NA,NA,NA,NA
41310ab6244443c6d0b424b35dfe1058@prksq.com,Angel,0,2023-01-29,2023-01-31,1,more info/clarification
41331bc17df1bea9a6eccdd0bcf22014@prksq.com,Angel,0,NA,NA,NA,NA
41338e1230af396a2de63d04420a8a90@prksq.com,Angel,0,2023-01-29,NA,NA,NA
4134fc30857ae912b5d721f60c28d9d1@prksq.com,Angel,0,NA,NA,NA,NA
413688d2ce043908d63ec1044cb1bd54@prksq.com,Venture Capital,0,NA,NA,NA,NA
4136e9372429e57ee0c40759fcbda174@prksq.com,Angel,0,NA,NA,NA,NA
41374e9b2da6c73111c1b9a3e25abbd3@prksq.com,Angel,1,NA,NA,NA,NA
4139e6e934659733e2aa8fe0a25fd4c0@prksq.com,Angel,1,NA,NA,NA,NA
413e3e78a64606e9a4d071916c93717d@prksq.com,Angel,0,NA,NA,NA,NA
41408373f7a7bf4933e148e2b98117c6@prksq.com,Angel,0,NA,NA,NA,NA
4141c6799c2b0353bc6fa2dab2cb96f9@prksq.com,Angel,0,NA,NA,NA,NA
41438068d227a86befd214aeeafb162d@prksq.com,Angel,0,NA,NA,NA,NA
41446032be25d095b58296cffb0f68e9@prksq.com,Venture Capital,0,NA,NA,NA,NA
414c4687f75631093ae552271b85312f@prksq.com,Venture Capital,0,NA,NA,NA,NA
414f69e3d2bb7c6457f24d66cfeff6af@prksq.com,Angel,0,NA,NA,NA,NA
4154073694c4b7ef4670069b587fd308@prksq.com,Angel,0,NA,NA,NA,NA
41593624c97a15bd7ced3a24667a6933@prksq.com,Angel,0,NA,NA,NA,NA
416688e8265f48aed956d7c5d8862ef1@prksq.com,Angel,0,2023-01-29,NA,NA,NA
4169a3fce1517a74c4b71fedad5187b4@prksq.com,Angel,0,NA,NA,NA,NA
4169b297f0d2e0c20b681e3db81d3593@prksq.com,Venture Capital,0,NA,NA,NA,NA
416a6a6228f969cadeab5e8b7e921e86@prksq.com,Angel,0,NA,NA,NA,NA
416db228b718132a717217ff5f574c48@prksq.com,Angel,0,NA,NA,NA,NA
416ef75831adc78889a259dbd61eb26e@prksq.com,Angel,0,NA,NA,NA,NA
416f93f6a4d66951d7bc0de6df230c37@prksq.com,Angel,0,NA,NA,NA,NA
416fd3efc02f938bd7a817c4f5c7ee57@prksq.com,Venture Capital,0,NA,NA,NA,NA
417348263d27d88c27a4e69841f4d37d@prksq.com,Angel,0,NA,NA,NA,NA
41735b706a38547628b38d92e20eae0e@prksq.com,Angel,0,NA,NA,NA,NA
417625549129ce944e3e67b8a95ceaee@prksq.com,Angel,0,NA,NA,NA,NA
4176e09932ca0b999b1d1b8504ec7738@prksq.com,Angel,0,NA,NA,NA,NA
417b65b1364d921545cce6db6d9294bf@prksq.com,Angel,0,NA,NA,NA,NA
418199181970954ec7e781a77d78a2fc@prksq.com,Angel,0,NA,NA,NA,NA
418647e026f6fd9df29f2e0598451b9e@prksq.com,Venture Capital,0,NA,NA,NA,NA
418a04d7beb23cf385ce488fe63796ef@prksq.com,Venture Capital,0,NA,NA,NA,NA
418c6eb86f18316f8c41217a7f0360f3@prksq.com,Angel,0,2023-01-28,NA,NA,NA
4192af80390f5f84159d2d058e79a11e@prksq.com,Angel,0,NA,NA,NA,NA
4193e77cce79e22d0a06bd2f1b94b269@prksq.com,Angel,0,NA,NA,NA,NA
41958272abebb514a9b4199822c4d150@prksq.com,Venture Capital,0,NA,NA,NA,NA
41966ce243e5d413aaa9dde9dc65d7cc@prksq.com,Angel,0,2023-01-27,NA,NA,NA
41988aa3d37f59eecf1796018b80588c@prksq.com,Angel,0,NA,NA,NA,NA
419a6bcc1f9417612f347cbe50ca61d9@prksq.com,Angel,0,NA,NA,NA,NA
419af62d14b62bb3e2febd99e94640c8@prksq.com,Venture Capital,0,NA,NA,NA,NA
419c3dfc77a65f118a954572e000aede@prksq.com,Angel,0,NA,NA,NA,NA
419c97c64fd0aaf8c374664f9cce8729@prksq.com,Angel,0,NA,NA,NA,NA
419e3bc2741302b906222c78a584ccbe@prksq.com,Angel,0,NA,NA,NA,NA
419ea445bfc1718167a6f496d86b728c@prksq.com,Venture Capital,0,NA,NA,NA,NA
419edcf2adedf177fc909f7298dcf275@prksq.com,Venture Capital,0,NA,NA,NA,NA
41a1ffae7f68dc127355974b5cf900aa@prksq.com,Angel,0,NA,NA,NA,NA
41a721abde6b6a1f6cddae2faee91ee4@prksq.com,Angel,0,NA,NA,NA,NA
41aadd72321349ba79fa6a5c51043f2c@prksq.com,Angel,1,NA,NA,NA,NA
41abdf34fd5edaaff6b5f157602618e6@prksq.com,Angel,0,NA,NA,NA,NA
41ad457d182a30876ef5f22d5a465103@prksq.com,Venture Capital,0,NA,NA,NA,NA
41ae4bf9f8e3f189158b39a729fdaeaa@prksq.com,Angel,0,2023-01-30,NA,NA,NA
41b0fb9a0c13ced64ca76596a18d766b@prksq.com,Angel,0,NA,NA,NA,NA
41b2dd849784d3119aca3904826328f1@prksq.com,Angel,0,NA,NA,NA,NA
41b54a54e0fdb3c6db05065554bb88a5@prksq.com,Angel,0,NA,NA,NA,NA
41b7dc07f2f05a51c8490a353c71d1c3@prksq.com,Angel,0,NA,NA,NA,NA
41ba9f4e919aec7852d998a0ac1784ba@prksq.com,Angel,0,NA,NA,NA,NA
41bb53962fd6163370f3c0fbf8c952b1@prksq.com,Venture Capital,0,2023-02-01,NA,NA,NA
41c3f1f412f513a257ec58265ade775f@prksq.com,Venture Capital,0,NA,NA,NA,NA
41c8d246f924881a4c2a02ef375cbbb5@prksq.com,Angel,0,NA,NA,NA,NA
41cbb42b3144f12696e67bbc1929cfb0@prksq.com,Angel,0,NA,NA,NA,NA
41d3ab1d7e4a963ed6c93b2c4e6a8d71@prksq.com,Angel,0,NA,NA,NA,NA
41d5069864fcf0a46d92f9570f596d6f@prksq.com,Angel,1,NA,NA,NA,NA
41d93a2e7d56c9ffec2c0bdac8a2700c@prksq.com,Venture Capital,0,NA,NA,NA,NA
41db97c03e959edbe2a1a18ae2baa00e@prksq.com,Angel,0,NA,NA,NA,NA
41dd0dc985061d320b8a379675931e2b@prksq.com,Angel,1,NA,NA,NA,NA
41ddad85cc4fed8f0fd8ad2b43f76a7b@prksq.com,Angel,0,NA,NA,NA,NA
41e1b33cf819f36f122434b602ae7e04@prksq.com,Angel,0,NA,NA,NA,NA
41e3fa60aac31a9ac4d7a9ba69915894@prksq.com,Angel,0,NA,NA,NA,NA
41e94c9b50610a2d630dca968820470e@prksq.com,Angel,0,NA,NA,NA,NA
41f71b878928558781da81592f1ae5f2@prksq.com,Angel,0,2023-01-30,NA,NA,NA
41f9811362d6f9e92d301a6d66a11b35@prksq.com,Angel,0,2023-01-27,2023-01-27,1,more info/clarification
41fbc1c077d06cf7c56f8941ff2f9f65@prksq.com,Angel,0,NA,NA,NA,NA
41fe9a7b33937abe5bc97ce2e8c795e9@prksq.com,Angel,0,2023-01-31,NA,NA,NA
4202187530fc1c20e69ba0940682fc1f@prksq.com,Angel,0,NA,NA,NA,NA
42033f390915e2b4e0e3015da7da1207@prksq.com,Venture Capital,0,NA,NA,NA,NA
4209383d87ef08d3712f23f3a6c390d1@prksq.com,Angel,0,2023-01-30,NA,NA,NA
420c60436a54a5a161c47d7ada2e21f7@prksq.com,Angel,0,NA,NA,NA,NA
420f6e2480d347d89df3a7633c163a19@prksq.com,Venture Capital,0,NA,NA,NA,NA
4210599e6d4e5d984ea4f1421d0ef66b@prksq.com,Angel,0,NA,NA,NA,NA
42145d33374627327c55f2b29b437059@prksq.com,Angel,0,2023-01-27,NA,NA,NA
4215516c3336d0182ce903c3d30dec5f@prksq.com,Angel,0,NA,NA,NA,NA
42165d6045f967b3b74f8256eef9683e@prksq.com,Angel,0,NA,NA,NA,NA
42181267bb3e744b9f9228e850d96190@prksq.com,Angel,0,NA,NA,NA,NA
4220d2bfb51e94967455be142e327505@prksq.com,Venture Capital,0,NA,NA,NA,NA
42226447b44eb5e5473bdff9dd7c1fa1@prksq.com,Angel,0,NA,NA,NA,NA
4224c6671e21c5c29ba8dde4b0de9086@prksq.com,Angel,1,NA,NA,NA,NA
4224ef86de058c9c8f2703912e934eb4@prksq.com,Angel,0,NA,NA,NA,NA
422bd623ab9b7ae1966761652cba1adf@prksq.com,Venture Capital,0,NA,NA,NA,NA
422c26d663f08f30341203a82ba17ba0@prksq.com,Angel,0,NA,NA,NA,NA
422cc67a6cd98502a4189c60061f9db0@prksq.com,Angel,0,NA,NA,NA,NA
4231d234efb8326fd2570963199dfc86@prksq.com,Angel,0,NA,NA,NA,NA
42326b00126c8ddacb946cfd33e5d9e9@prksq.com,Venture Capital,0,NA,NA,NA,NA
4234a56967880cb87d75fe3a98500d46@prksq.com,Venture Capital,0,NA,NA,NA,NA
42361f2bcf1eb21be0d2c02a05f0438e@prksq.com,Angel,0,NA,NA,NA,NA
423b7c3e34de384e4292b7f19e74330d@prksq.com,Angel,0,NA,NA,NA,NA
423b809772a32689830645d7f9f87c08@prksq.com,Angel,0,NA,NA,NA,NA
423e2702653f46b02c773b63bb10ddbd@prksq.com,Venture Capital,0,NA,NA,NA,NA
423fe7812c136be52ec8a8aa8d55cc1e@prksq.com,Venture Capital,0,NA,NA,NA,NA
4242d7cfccf9e8549b5984016ec20a99@prksq.com,Angel,0,NA,NA,NA,NA
42436527e941537dc5a5094dcc511184@prksq.com,Angel,0,NA,NA,NA,NA
4246b742416b1ed48b0fe53d16b63f6e@prksq.com,Venture Capital,0,NA,NA,NA,NA
4249bbfd3f7193fe7f18c6c7b85dd90c@prksq.com,Angel,0,NA,NA,NA,NA
424fc8af11109b309823be4d9af246fe@prksq.com,Venture Capital,0,NA,NA,NA,NA
424fdf4f9bcbe2dd552af1aac5bed70c@prksq.com,Angel,0,NA,NA,NA,NA
42504bc63ec452e1640140641d6fc2c3@prksq.com,Angel,0,NA,NA,NA,NA
4253b77ca32d26fb052a86e1f672c4f7@prksq.com,Angel,0,NA,NA,NA,NA
4256cb6d21d7df0dcba737323383d955@prksq.com,Angel,0,NA,NA,NA,NA
425cce5bf511607ebea86ca4e8f3bd2f@prksq.com,Angel,0,NA,NA,NA,NA
425d55f57a9431f21cb76b14c93a7b11@prksq.com,Angel,1,NA,NA,NA,NA
425f303d9fb6f6b311eaea309cbf85f5@prksq.com,Angel,0,2023-01-28,NA,NA,NA
42647571b9244283949eab8b5863736a@prksq.com,Angel,0,2023-01-31,NA,NA,NA
42650d06883a4c067d5592c5dfee6314@prksq.com,Angel,1,NA,NA,NA,NA
4266b64b4dd6b7d8d201967f2966f027@prksq.com,Venture Capital,1,NA,NA,NA,NA
4272a79e73e14facfebc37e0de33307e@prksq.com,Angel,0,NA,NA,NA,NA
42740e734fb1639a90397defcaeac0f7@prksq.com,Venture Capital,0,NA,NA,NA,NA
4275cfd2887867356f95ff026b462486@prksq.com,Angel,0,NA,NA,NA,NA
42763814190555be73a8f45d5ddb5d40@prksq.com,Angel,1,NA,NA,NA,NA
4277124bdde9bab8917bba31de83cf15@prksq.com,Angel,0,2023-01-27,NA,NA,NA
427a133650f6025ccba488f79ac85b2a@prksq.com,Angel,0,2023-01-27,NA,NA,NA
427f7706a6b48f83a787146d14ba5eca@prksq.com,Angel,0,NA,NA,NA,NA
4280ad0fda88a309d72f42c9aee3c28b@prksq.com,Angel,0,NA,NA,NA,NA
428294f7ad9a2158460e0fb100e57675@prksq.com,Angel,0,NA,NA,NA,NA
42831d2120b0f50e8c9a6dc708cc86fa@prksq.com,Angel,0,NA,NA,NA,NA
42831e33749e865daab0e2f4ac11f66d@prksq.com,Angel,0,2023-01-27,NA,NA,NA
42842b65a12b472429094e3dd1465afd@prksq.com,Angel,0,2023-01-30,2023-01-30,1,more info/clarification
428964747478206e96a0be828fc188a7@prksq.com,Angel,0,NA,NA,NA,NA
428ff09c8ec630d6ef291dde82c159d6@prksq.com,Venture Capital,0,NA,NA,NA,NA
42904b20ab1fdb12ee816310f3a904d6@prksq.com,Angel,0,NA,NA,NA,NA
42941e700ec775c96b8903fecdc9ada7@prksq.com,Angel,0,NA,NA,NA,NA
42943c2ff4d8be89cc5509f7b964d684@prksq.com,Angel,1,NA,NA,NA,NA
4298afbf9a568e4c95b01088ebc6a3b9@prksq.com,Angel,0,NA,NA,NA,NA
429c3283cfa68ce9d1458323974c71fe@prksq.com,Angel,0,NA,NA,NA,NA
429dcc1363a26ee0fdc558120ceaee28@prksq.com,Angel,0,NA,NA,NA,NA
429e56ed94f77b09cf6f533d1670bf78@prksq.com,Angel,0,NA,NA,NA,NA
429ea568a0337400bc81292e8104bbdb@prksq.com,Angel,0,2023-01-29,2023-01-29,1,more info/clarification
42a4127e7047fa8c4b0c5fa5a13d9377@prksq.com,Angel,0,NA,NA,NA,NA
42a650067b68d95d77f02499fb2d3fd4@prksq.com,Angel,0,NA,NA,NA,NA
42a8f20bd24e9a501367ca1a19e01b44@prksq.com,Angel,0,2023-01-29,NA,NA,NA
42abdf5a699e771c48d7f1c541178dec@prksq.com,Angel,0,NA,NA,NA,NA
42b5f37676cea1ed67fb5e8aaee2bdde@prksq.com,Angel,0,NA,NA,NA,NA
42bc817894ac5720abd05281b883562b@prksq.com,Venture Capital,0,2023-01-29,NA,NA,NA
42bfa61d9e9225ad8aa57316db91656e@prksq.com,Angel,0,NA,NA,NA,NA
42c0575ad23428f727f374bed2a4da60@prksq.com,Angel,1,NA,NA,NA,NA
42c8b150859e0d5a7f21053e9229cbfe@prksq.com,Venture Capital,0,NA,NA,NA,NA
42cc07128028ded1d35cb2cfbb38edbc@prksq.com,Angel,0,2023-02-02,NA,NA,NA
42d0641d08f5d67ac997713d0a0c7fdd@prksq.com,Angel,0,NA,NA,NA,NA
42d0dd5359887490687f812598c09823@prksq.com,Venture Capital,0,NA,NA,NA,NA
42d21e7591104d165694bbdf7a41e66d@prksq.com,Venture Capital,0,NA,NA,NA,NA
42d2737dc818134294354b23602cdede@prksq.com,Angel,0,NA,NA,NA,NA
42d590f991c50b6c522e1849c11dfcbb@prksq.com,Angel,0,NA,NA,NA,NA
42d78759e2eaa218007b307132ce4307@prksq.com,Angel,0,NA,NA,NA,NA
42dae9fb6c396c82686ade53d264a7f0@prksq.com,Venture Capital,0,NA,NA,NA,NA
42db141571c5946833981cb081d5883f@prksq.com,Angel,0,2023-01-28,NA,NA,NA
42dc40ab80949a646719357d29348610@prksq.com,Angel,0,NA,NA,NA,NA
42ea0fb87bc8d2b67704a45e358f8607@prksq.com,Angel,0,NA,NA,NA,NA
42edf6b2bc5a77e5988c3b2026bd922b@prksq.com,Angel,0,NA,NA,NA,NA
42efd7111a744e33eb48e1b68f123e6b@prksq.com,Angel,0,2023-01-31,NA,NA,NA
42f3fbf75c468edd6ba16e3b361d9d6b@prksq.com,Angel,0,NA,NA,NA,NA
42f7b0f237f59740bf085f12cdc355d4@prksq.com,Angel,0,NA,NA,NA,NA
42fa4e1324a45fe3c4aade748d80dae6@prksq.com,Angel,0,NA,NA,NA,NA
42fb8d87e962685dfbc987d8d9b1549e@prksq.com,Venture Capital,1,NA,NA,NA,NA
42fc69281b6671124bfd4011b2ff82a6@prksq.com,Venture Capital,0,2023-01-31,NA,NA,NA
42fdcadf4d462a29d80a6d30b1dd56c0@prksq.com,Angel,0,2023-01-28,2023-01-28,1,more info/clarification
43004f3aace9257dc7a4e12f84c913ac@prksq.com,Angel,0,NA,NA,NA,NA
43025ce2268545c414a17e99b6f6fc77@prksq.com,Angel,0,NA,NA,NA,NA
43038f1e86fcf7b798077bd2acd62d77@prksq.com,Venture Capital,0,2023-01-28,2023-02-02,0,other
4305e943f989c3c93f62880d6a1bf480@prksq.com,Angel,0,2023-01-28,NA,NA,NA
430cf79f8155d77f80deb26198ed2915@prksq.com,Venture Capital,0,NA,NA,NA,NA
431021bf1a275a6809d488098676229f@prksq.com,Venture Capital,1,NA,NA,NA,NA
431a13574c6cf161221f9c2a7264cd7f@prksq.com,Angel,0,2023-01-30,NA,NA,NA
4323adb936f977b9e1951ba4ce3366b0@prksq.com,Angel,0,NA,NA,NA,NA
432429ffea1254a087f90b467c6c9157@prksq.com,Angel,1,NA,NA,NA,NA
432644758a0f845802397c1f148169ed@prksq.com,Venture Capital,0,NA,NA,NA,NA
432835cb214f6ada4844e2dc5a906079@prksq.com,Angel,0,2023-01-28,NA,NA,NA
43284d488e8d040a3d398ab7a2bb864e@prksq.com,Angel,0,NA,NA,NA,NA
4328a426ad692491060da3aff9f75483@prksq.com,Angel,0,NA,NA,NA,NA
43297f63070f1e5f1032e965c29d4ff5@prksq.com,Angel,0,NA,NA,NA,NA
432cfbd91563f1bde7c3ef2a23e8c2f2@prksq.com,Venture Capital,0,NA,NA,NA,NA
432d9624de560883d0898514f53f5705@prksq.com,Angel,0,NA,NA,NA,NA
43328e54b343dd70af3a44349f4190f5@prksq.com,Angel,0,NA,NA,NA,NA
433bc75ec63e990da043cb1f9ef30853@prksq.com,Venture Capital,0,NA,NA,NA,NA
433d2d3c9d8d88eb4442f851621f3123@prksq.com,Angel,0,NA,NA,NA,NA
434020a2b62474dfdd0fa5013b36e955@prksq.com,Angel,0,NA,NA,NA,NA
43457d1c0d632442d4b82d0d5f02636a@prksq.com,Angel,0,NA,NA,NA,NA
43492df74434d15fc479ec6bacc76980@prksq.com,Angel,0,2023-01-30,NA,NA,NA
4349be737adf6cbe17b1590cde0f4bb4@prksq.com,Angel,0,NA,NA,NA,NA
434b86a5f616d05f2b2e36fa8fc85572@prksq.com,Venture Capital,0,NA,NA,NA,NA
434ef9d88d6173f89edd63536e94293b@prksq.com,Angel,1,NA,NA,NA,NA
4351b38f716812f5d29dcca7d7e8c5dc@prksq.com,Angel,0,2023-01-31,NA,NA,NA
4351c341e124110205940e64a280ac57@prksq.com,Angel,1,NA,NA,NA,NA
43520374fd36710f5abd6d8df03bee33@prksq.com,Angel,0,NA,NA,NA,NA
43555c28370338484568cc2a8d649d93@prksq.com,Angel,0,NA,NA,NA,NA
43584a2be2c453b51789d82e9f3bc93b@prksq.com,Venture Capital,0,2023-01-29,2023-01-29,1,more info/clarification
435891e9293ec627df8b958d4f8528d0@prksq.com,Angel,0,NA,NA,NA,NA
435c20b2a28f7ddc5d2ce58a18e43e22@prksq.com,Angel,0,2023-01-29,NA,NA,NA
435fa8aad0fe6f099dc438403cae9901@prksq.com,Angel,0,2023-01-31,NA,NA,NA
4365490b999781183f64047c66fad75b@prksq.com,Angel,0,NA,NA,NA,NA
4368ec66deed7d6c06c9a6d2220edc34@prksq.com,Angel,1,NA,NA,NA,NA
4369d1d54f50971af6f51e40c84c40ef@prksq.com,Angel,1,NA,NA,NA,NA
436d1444661a012fc295d15aef0905a6@prksq.com,Angel,0,NA,NA,NA,NA
4371a736065fd35690b606a0823f9e2c@prksq.com,Angel,0,2023-01-29,2023-01-29,1,more info/clarification
4376b0b2d3eeb4844b265efd5029304c@prksq.com,Angel,0,NA,NA,NA,NA
437b020ce355d21af7871c4387933284@prksq.com,Angel,0,NA,NA,NA,NA
437bc400a18875c221a8fe7a3fe5f219@prksq.com,Angel,0,NA,NA,NA,NA
43877ae44cd6acaa5ade23cea690e5d7@prksq.com,Venture Capital,0,NA,NA,NA,NA
4388b5428a08065366d7c2070066c6c4@prksq.com,Angel,1,NA,NA,NA,NA
43890a6db742702d9e14c7be15c0adbb@prksq.com,Angel,0,NA,NA,NA,NA
438a2352519670a5b293ec8af9371372@prksq.com,Angel,0,NA,NA,NA,NA
438a4adc75d19dec48f7ae12e0458850@prksq.com,Angel,0,NA,NA,NA,NA
438b47e9977aa0be54ae486fea2e8932@prksq.com,Angel,0,2023-01-29,2023-01-30,1,more info/clarification
438ca08ff105d9562783f4dc4ee8e6a8@prksq.com,Angel,0,NA,NA,NA,NA
438e9e18cda0582733fb26aa270ab4a8@prksq.com,Venture Capital,0,NA,NA,NA,NA
439186bb6101c1ee4f08720d2b97f095@prksq.com,Angel,0,NA,NA,NA,NA
4391fff6c3867b5cc3be11405a9b45c9@prksq.com,Angel,0,NA,NA,NA,NA
43922cab529c634bb221b2ca616d0bcd@prksq.com,Venture Capital,0,NA,NA,NA,NA
439305eabb8fc85f186000758ef93564@prksq.com,Angel,0,NA,NA,NA,NA
43985ad9f99136543328b2af4cd5cbb0@prksq.com,Angel,1,NA,NA,NA,NA
439f6e28a918cc471aeee9316a6f87ba@prksq.com,Angel,0,2023-01-31,2023-01-31,1,more info/clarification
43a0965ffae82ed4b02ac6136330191a@prksq.com,Angel,1,NA,NA,NA,NA
43a1f1fec0897f885d7178da8a697486@prksq.com,Angel,0,2023-01-29,2023-01-29,1,more info/clarification
43a3830a350378d57db5d9c832da48e7@prksq.com,Venture Capital,0,NA,NA,NA,NA
43a8e30248dee36658f2a2b73ae5dc64@prksq.com,Angel,0,NA,NA,NA,NA
43abc9ea28cb48d0faf84b34f1760a73@prksq.com,Angel,0,NA,NA,NA,NA
43b081265cdc53bdb0420a9badfc36f8@prksq.com,Angel,1,NA,NA,NA,NA
43b1aca392abd710889116e1dc3900de@prksq.com,Angel,0,NA,NA,NA,NA
43b8859bfd7f007f504e2c26332f387e@prksq.com,Angel,0,NA,NA,NA,NA
43b9b20caade9c365c623d9858fdaaa3@prksq.com,Angel,0,NA,NA,NA,NA
43bfd8c167cff6a851d84cc6f7e18d85@prksq.com,Angel,0,NA,NA,NA,NA
43c1421d36cd2932a35ccb1918d655dd@prksq.com,Angel,0,NA,NA,NA,NA
43c4c5aabe3c6442b5f70fd44ad200b1@prksq.com,Angel,0,NA,NA,NA,NA
43c8af048dea969080c3d7f0cba52425@prksq.com,Angel,1,NA,NA,NA,NA
43d042247808ebc88a1fc9fc63fe44f4@prksq.com,Venture Capital,0,NA,NA,NA,NA
43d61664ce60b93f4c2fc0242c23b372@prksq.com,Angel,0,NA,NA,NA,NA
43d6787cdec64aa14297192fc6b793b8@prksq.com,Angel,0,2023-01-28,NA,NA,NA
43d85394f597948b574b47fd4e77a240@prksq.com,Venture Capital,0,2023-01-30,NA,NA,NA
43d9fa896f4a305bdd6c6a91e95851b8@prksq.com,Angel,0,NA,NA,NA,NA
43da6b3f6390cc5962ed70e4bd0c47e1@prksq.com,Angel,0,NA,NA,NA,NA
43dafbd52d5fa957674750df4408f5b4@prksq.com,Angel,0,NA,NA,NA,NA
43dcbf5938e4d42f4880b91a94ca8bfe@prksq.com,Angel,0,2023-01-28,NA,NA,NA
43de312ab3c4c29b8dbbd98719bbf09c@prksq.com,Angel,0,NA,NA,NA,NA
43df433d40460eaa8e55eb9b95a75f20@prksq.com,Angel,1,NA,NA,NA,NA
43e444b10c9bdf4c4bd1b29b1ff5c9f1@prksq.com,Venture Capital,0,2023-02-01,NA,NA,NA
43e73de5e66dbc176ed57fdad4c88684@prksq.com,Angel,0,2023-01-28,NA,NA,NA
43e96f638534c8a919c930040618b377@prksq.com,Angel,0,NA,NA,NA,NA
43e9b192e2da0d230ff087d5149d178b@prksq.com,Angel,1,NA,NA,NA,NA
4402fc49cd353fdd295f86506a7c32f6@prksq.com,Angel,0,NA,NA,NA,NA
