uuid,linkname,date_visit,atypical,duration,completion
1717b57851a104459349f76f1b41e6eb@prksq.com,High Fluency/Low Quality - PerkSouq,24jan2023,0,174,.75
1719d1d1d55eea1d739233ed4a342039@prksq.com,Low Fluency/Low Quality - PerkSouq,24jan2023,0,74,.5
1720777a48861c0f636aab95bd19b9f0@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,10,.079999998
17213d009d35495ae88f51241b106111@prksq.com,High Fluency/Low Quality - PerkSouq,22jan2023,0,21,.75
1728661a010e0e67f67b67181e6cb7ad@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,0,0,.33000001
1728cba7eaa6bdd471ecf0ec0145074a@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,0,29,.82999998
1731f59235a31b3af189f8e09e3e1c4c@prksq.com,High Fluency/Low Quality - PerkSouq,21jan2023,1,35,.079999998
173945130f51b4f52aaf00f7a98c2371@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,0,0
173945130f51b4f52aaf00f7a98c2371@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,0,0
17395b871564cb6d30d59974987ddeec@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,0,156,.67000002
17395b871564cb6d30d59974987ddeec@prksq.com,High Fluency/High Quality - PerkSouq,23jan2023,0,43,.57999998
173b6860c149768ecd1325d3a5de4553@prksq.com,Low Fluency/High Quality - PerkSouq,21jan2023,1,35,.079999998
174130322d0b3b3850d6408f0e1e38aa@prksq.com,High Fluency/Low Quality - PerkSouq,21jan2023,1,0,0
174130322d0b3b3850d6408f0e1e38aa@prksq.com,High Fluency/Low Quality - PerkSouq,21jan2023,1,0,0
17416729dc21e9fdcbd90118555ed8ba@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,10,.079999998
17437dddfd6bf9e53d8ae6c1633f8a4c@prksq.com,Low Fluency/Low Quality - PerkSouq,21jan2023,0,2,.079999998
17437dddfd6bf9e53d8ae6c1633f8a4c@prksq.com,Low Fluency/Low Quality - PerkSouq,21jan2023,1,21,.079999998
1745744f4ee7bd446fa2967078d9f1cb@prksq.com,High Fluency/Low Quality - PerkSouq,21jan2023,1,18,.079999998
174c886d8391f9c52c65c688e19aa70b@prksq.com,High Fluency/Low Quality - PerkSouq,21jan2023,1,0,0
1755c0b6d918f904f70a66616417e1dc@prksq.com,Low Fluency/Low Quality - PerkSouq,22jan2023,0,59,.75
1755c0b6d918f904f70a66616417e1dc@prksq.com,Low Fluency/Low Quality - PerkSouq,24jan2023,0,125,.75
1759c389778713f9f6df4b59479c00d1@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,21,.079999998
175abe95bcec61d34ef901a415edc2ec@prksq.com,High Fluency/Low Quality - PerkSouq,23jan2023,0,100,.17
17612b4b2d3754b1a61723f769c9ae14@prksq.com,Low Fluency/Low Quality - PerkSouq,21jan2023,1,21,.079999998
176240cd0d9e095bae948f99ec30537e@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,0,0
176240cd0d9e095bae948f99ec30537e@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,0,0
1763585a07ca43a368802c68c3e1ea09@prksq.com,Low Fluency/Low Quality - PerkSouq,21jan2023,1,0,0
1763585a07ca43a368802c68c3e1ea09@prksq.com,Low Fluency/Low Quality - PerkSouq,21jan2023,1,0,0
17657ae07c017c9e95ad14599c82ddc8@prksq.com,Low Fluency/High Quality - PerkSouq,24jan2023,0,27,.5
176a6a3fba3d9aeaa9a12e587c80f2d2@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,22,.079999998
17720747d05776fa0e2ce19833e8257e@prksq.com,Low Fluency/Low Quality - PerkSouq,22jan2023,1,0,0
17811617da700f7de729e498c7ce971d@prksq.com,Low Fluency/High Quality - PerkSouq,21jan2023,1,10,.079999998
1790d91205fc4b4c8372400c1af97182@prksq.com,High Fluency/Low Quality - PerkSouq,24jan2023,0,301,1
1795ca507b1b2ff2bc93f019a49e6d03@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,22,.079999998
179a55cc1f7cb810210a9bbc8a135520@prksq.com,Low Fluency/Low Quality - PerkSouq,21jan2023,1,10,.079999998
17a6c48f7614fec3fd26b15d46f56067@prksq.com,Low Fluency/High Quality - PerkSouq,25jan2023,0,4,.33000001
17a6e33b2ef4e876ca36b9a1efd0102e@prksq.com,High Fluency/Low Quality - PerkSouq,21jan2023,1,0,0
17a8dd3bc713ba953d245065babf3357@prksq.com,Low Fluency/Low Quality - PerkSouq,21jan2023,1,10,.079999998
17bf3633d3c8f4a1ffa55ccfd23f3716@prksq.com,Low Fluency/High Quality - PerkSouq,21jan2023,1,0,0
17bf3633d3c8f4a1ffa55ccfd23f3716@prksq.com,Low Fluency/High Quality - PerkSouq,21jan2023,1,2,.079999998
17c591d10a5607d6ff0a5af22c28511e@prksq.com,Low Fluency/Low Quality - PerkSouq,21jan2023,1,0,0
17c8c0935e8d6bee63831b2200636350@prksq.com,High Fluency/Low Quality - PerkSouq,21jan2023,1,10,.079999998
17cf4a487e7177bbbc4e97863a61c582@prksq.com,Low Fluency/High Quality - PerkSouq,21jan2023,0,383,.67000002
17cf6a3a768578a7eaea532b4194e3f4@prksq.com,Low Fluency/Low Quality - PerkSouq,21jan2023,1,0,0
17dfd43d5621655044969b8d0ca8559e@prksq.com,High Fluency/Low Quality - PerkSouq,21jan2023,1,0,0
17e644e142d732a7019aa7efca4e3c90@prksq.com,High Fluency/Low Quality - PerkSouq,23jan2023,0,50,.5
17ea8221a6a6781f9467641860f309f1@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,0,228,1
17ea8221a6a6781f9467641860f309f1@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,10,.079999998
17ea8221a6a6781f9467641860f309f1@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,0,349,.57999998
17eb22d712aa28431038cdec7e0b1a42@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,0,371,1
17eb22d712aa28431038cdec7e0b1a42@prksq.com,High Fluency/High Quality - PerkSouq,03feb2023,0,165,.5
17ef25842a57dccc56da67df3871cc3f@prksq.com,Low Fluency/High Quality - PerkSouq,21jan2023,1,0,0
17f79ae2fc8067842dca3ee1aafd8407@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,0,206,.57999998
17f79ae2fc8067842dca3ee1aafd8407@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,32,.079999998
17f79ae2fc8067842dca3ee1aafd8407@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,0,178,.57999998
17f896cf6e6e17fed731e8ad90a39f0a@prksq.com,Low Fluency/Low Quality - PerkSouq,21jan2023,1,27,.079999998
17feea767c090cb93cf3e4a58734c3c1@prksq.com,High Fluency/Low Quality - PerkSouq,21jan2023,1,17,.079999998
1801e875f035769ecaca7435ac2162b8@prksq.com,Low Fluency/Low Quality - PerkSouq,21jan2023,1,0,0
18025897abfc1a2367db6359e2def3cf@prksq.com,High Fluency/Low Quality - PerkSouq,22jan2023,0,9,.25
18050e657b8a314fa044e77a2f580780@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,0,0,.92000002
18114b715495a7f1a6b9dc9ab16ff61e@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,30,.079999998
18114b715495a7f1a6b9dc9ab16ff61e@prksq.com,High Fluency/High Quality - PerkSouq,23jan2023,0,277,1
1826315679743558f5a71f982f5f6337@prksq.com,High Fluency/High Quality - PerkSouq,26jan2023,0,139,1
1826315679743558f5a71f982f5f6337@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,0,95,.67000002
182932bb0dee4382b0bc765d9c16c142@prksq.com,Low Fluency/Low Quality - PerkSouq,21jan2023,1,0,0
182932bb0dee4382b0bc765d9c16c142@prksq.com,Low Fluency/Low Quality - PerkSouq,21jan2023,1,0,0
18366d8af4382ca68502c0a9d461d4c8@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,0,61,1
1838f0e1bb940c36da54f9800e0cd037@prksq.com,Low Fluency/High Quality - PerkSouq,21jan2023,0,116,1
183c2384899cd077e63c74de5ad19be9@prksq.com,High Fluency/Low Quality - PerkSouq,25jan2023,0,186,.75
183c2384899cd077e63c74de5ad19be9@prksq.com,High Fluency/Low Quality - PerkSouq,21jan2023,1,16,.079999998
183c8acbf149cfa760aba9c7e739d9b7@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,0,114,.57999998
183c8acbf149cfa760aba9c7e739d9b7@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,10,.079999998
183c8acbf149cfa760aba9c7e739d9b7@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,0,21,1
1843cace70a8f2b20afdfdbfa431ecf4@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,21,.079999998
18444345288c4fc44693adb0f36919e9@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,10,.079999998
184c6ab49978742269ecb2fe2a0573c6@prksq.com,High Fluency/Low Quality - PerkSouq,21jan2023,1,10,.079999998
184c7d1138c7801921c2973cabf77826@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,0,0
184d74038d0cfbca9c3c1bc6ff392749@prksq.com,Low Fluency/Low Quality - PerkSouq,21jan2023,1,22,.079999998
184d74038d0cfbca9c3c1bc6ff392749@prksq.com,Low Fluency/Low Quality - PerkSouq,22jan2023,0,137,.82999998
184f1f8859f6229932ac4e51bd5eb7f1@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,0,0
184f1f8859f6229932ac4e51bd5eb7f1@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,0,0
185192eea9bbf258dc5298eed1fff239@prksq.com,Low Fluency/High Quality - PerkSouq,21jan2023,1,0,0
1858a1517fb18d9c29a8e1a21e7fda0d@prksq.com,Low Fluency/High Quality - PerkSouq,21jan2023,1,0,0
18704cebe68ad8d30adefd22bc603702@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,21,.079999998
187069f2807e3c22069ba8721b19dc35@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,10,.079999998
187293ed2a955b45f531d4300624e076@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,32,.079999998
18751ff806a756b07679f4a3711d3703@prksq.com,Low Fluency/Low Quality - PerkSouq,22jan2023,0,23,.33000001
187cd4f8a1af1115663115844027df5a@prksq.com,Low Fluency/High Quality - PerkSouq,21jan2023,0,147,1
187cd4f8a1af1115663115844027df5a@prksq.com,Low Fluency/High Quality - PerkSouq,21jan2023,1,43,.079999998
188892db51c409af953e85384c8bae0e@prksq.com,Low Fluency/Low Quality - PerkSouq,25jan2023,0,60,.75
188892db51c409af953e85384c8bae0e@prksq.com,Low Fluency/Low Quality - PerkSouq,22jan2023,1,0,0
188892db51c409af953e85384c8bae0e@prksq.com,Low Fluency/Low Quality - PerkSouq,24jan2023,0,39,.57999998
189162c1eb7cfaaf9474ed1ff2eece07@prksq.com,Low Fluency/High Quality - PerkSouq,24jan2023,0,33,.92000002
1899607cecd7e9ca8c171883a57a615c@prksq.com,High Fluency/Low Quality - PerkSouq,22jan2023,1,10,.079999998
189c6287baad7e2c03e7d2e150e0dd95@prksq.com,High Fluency/Low Quality - PerkSouq,21jan2023,1,22,.079999998
18a9afb2e2c9f62c286e6ba61eaac2d5@prksq.com,High Fluency/High Quality - PerkSouq,23jan2023,0,40,.82999998
18a9e9473dd99cf124f55bd42e827185@prksq.com,High Fluency/Low Quality - PerkSouq,23jan2023,0,346,.67000002
18a9e9473dd99cf124f55bd42e827185@prksq.com,High Fluency/Low Quality - PerkSouq,24jan2023,0,254,1
18aa880a6f38d0b29a8601701d8e6fa8@prksq.com,Low Fluency/Low Quality - PerkSouq,25jan2023,0,89,.82999998
18ae4d9e5a2742ad42845be059215fd9@prksq.com,High Fluency/Low Quality - PerkSouq,24jan2023,0,2,.82999998
18afe95014aa3700f7d7b4bb390f3b6a@prksq.com,High Fluency/Low Quality - PerkSouq,21jan2023,0,210,.41999999
18afe95014aa3700f7d7b4bb390f3b6a@prksq.com,High Fluency/Low Quality - PerkSouq,25jan2023,0,434,.75
18afe95014aa3700f7d7b4bb390f3b6a@prksq.com,High Fluency/Low Quality - PerkSouq,21jan2023,1,22,.079999998
18b8b4963ef5fd4e5c37981742d8213b@prksq.com,Low Fluency/High Quality - PerkSouq,21jan2023,1,0,0
18b8b4963ef5fd4e5c37981742d8213b@prksq.com,Low Fluency/High Quality - PerkSouq,21jan2023,1,0,0
18bbd058d5c0266c345ca173dd211e48@prksq.com,Low Fluency/Low Quality - PerkSouq,21jan2023,1,10,.079999998
18c28714e3240cd4b23be80b39cd8c4e@prksq.com,High Fluency/High Quality - PerkSouq,25jan2023,0,224,.67000002
18d02ae956e4778099c3eca29f6a40d1@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,10,.079999998
18d8bcf70a9977896ec5aa38d4e4d8a6@prksq.com,Low Fluency/Low Quality - PerkSouq,21jan2023,1,0,0
18da48ca436be3e67f4855e56678bc0e@prksq.com,Low Fluency/High Quality - PerkSouq,21jan2023,1,23,.079999998
18da48ca436be3e67f4855e56678bc0e@prksq.com,Low Fluency/High Quality - PerkSouq,24jan2023,0,212,.41999999
18e2012adc8f17e71d2e446ecf5b42c6@prksq.com,Low Fluency/High Quality - PerkSouq,21jan2023,1,21,.079999998
18e3695ac07b4d56906bc533c8d3358f@prksq.com,High Fluency/Low Quality - PerkSouq,21jan2023,1,0,0
18e3695ac07b4d56906bc533c8d3358f@prksq.com,High Fluency/Low Quality - PerkSouq,21jan2023,1,0,0
18fcf924dee6428c893ef3272b074102@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,1,0,0
18fcf924dee6428c893ef3272b074102@prksq.com,High Fluency/High Quality - PerkSouq,21jan2023,0,0,.41999999
18fe37778b4b8a0a67cc71d59a09e701@prksq.com,High Fluency/Low Quality - PerkSouq,24jan2023,0,157,.5
18fe37778b4b8a0a67cc71d59a09e701@prksq.com,High Fluency/Low Quality - PerkSouq,23jan2023,0,69,.33000001
18fff9f32e2521f5525a5fd23a179c8c@prksq.com,High Fluency/Low Quality - PerkSouq,21jan2023,1,10,.079999998
19074541e2e6f6d52a9f1b7ad83cec7b@prksq.com,High Fluency/Low Quality - PerkSouq,23jan2023,0,30,.33000001
190950d5231cf877b27e97b811fec151@prksq.com,Low Fluency/Low Quality - PerkSouq,21jan2023,1,0,0
190974d03120cec2fd5ce9cae2f9751d@prksq.com,Low Fluency/High Quality - PerkSouq,21jan2023,1,21,.079999998
190ac6fa282457062d662dd43d0a5638@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,21,.079999998
190ac6fa282457062d662dd43d0a5638@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,10,.079999998
190f8574f60789b0f5ecf836c2ae7bde@prksq.com,Low Fluency/Low Quality - PerkSouq,22jan2023,1,0,0
190f8574f60789b0f5ecf836c2ae7bde@prksq.com,Low Fluency/Low Quality - PerkSouq,22jan2023,1,0,0
191bc982c98f7c999e0046b95c4ae1b4@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,1,10,.079999998
192f5f82579cb4a4adcdb5921348a412@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,21,.079999998
19308654da3579f73c4f355129f48ac9@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,0,108,.33000001
193693690a96418bba0c8e3870074c16@prksq.com,High Fluency/Low Quality - PerkSouq,21jan2023,1,13,.079999998
1938911eb32aac5a824c5b8c592c99b8@prksq.com,Low Fluency/High Quality - PerkSouq,21jan2023,1,10,.079999998
193d9ae341a43f4081ac40f89919b772@prksq.com,Low Fluency/High Quality - PerkSouq,21jan2023,1,22,.079999998
193d9ae341a43f4081ac40f89919b772@prksq.com,Low Fluency/High Quality - PerkSouq,24jan2023,0,89,.25
193d9ae341a43f4081ac40f89919b772@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,0,158,.41999999
194415664644a0fa9eb7685a083c0759@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,10,.079999998
19442d9872f189aacd9fdf5ba1e3d9b1@prksq.com,Low Fluency/Low Quality - PerkSouq,24jan2023,0,113,.33000001
1947fb6cb5f650bdf5f2f5826ab92b5b@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,17,.079999998
194a2f9e12f904cf2248249616c408ce@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,1,10,.079999998
1952d91abf51ffb9228f38bca912910a@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,10,.079999998
19648861e62429ae17ecfb7060c0abf8@prksq.com,High Fluency/Low Quality - PerkSouq,22jan2023,1,21,.079999998
19676b22f8e04d48503726f6a7d8bb17@prksq.com,High Fluency/Low Quality - PerkSouq,25jan2023,0,236,1
19676b22f8e04d48503726f6a7d8bb17@prksq.com,High Fluency/Low Quality - PerkSouq,22jan2023,1,21,.079999998
1968b9c7b108a4faaa95cd029b7328bd@prksq.com,Low Fluency/Low Quality - PerkSouq,22jan2023,1,0,0
19722877ff75e336ee985171f39c4e5b@prksq.com,High Fluency/Low Quality - PerkSouq,22jan2023,1,10,.079999998
197ef0793170c7cd7298893e1ba74d85@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,1,21,.079999998
198d72b3fffdcdc95ba3e6f1900eaa32@prksq.com,High Fluency/Low Quality - PerkSouq,22jan2023,1,14,.079999998
198fb9591de3d1f7c4a8f6c0d523c58e@prksq.com,Low Fluency/Low Quality - PerkSouq,22jan2023,1,10,.079999998
1992b2171372360fa8ce9297e11357f0@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,21,.079999998
1993f80a67aa0cb4375e396ccf8125b6@prksq.com,High Fluency/Low Quality - PerkSouq,22jan2023,1,27,.079999998
199fa5441ab8bc674b12c2548b930963@prksq.com,High Fluency/Low Quality - PerkSouq,22jan2023,1,27,.079999998
19a54df59190b66c33b271879a3bdcf5@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,1,21,.079999998
19af832361cef99304336e67c44b0604@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,0,1,.079999998
19b7e451f0aa776488298968665852d1@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,0,0
19b7e451f0aa776488298968665852d1@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,0,0
19ba3ba11627e4c68a25baf590334a11@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,0,0
19bc0a6ed0086bf1c4b95986a892c1da@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,1,0,0
19bdc8c988ba699e357d262a3dda9e28@prksq.com,Low Fluency/Low Quality - PerkSouq,23jan2023,0,11,.57999998
19c9208d5d8777ce6f5633255c165437@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,1,0,0
19cf1e2b27602a1d22e057cd73e42e9d@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,0,0
19db19a86f97d611635b7adab72bcf1e@prksq.com,High Fluency/Low Quality - PerkSouq,23jan2023,0,74,.92000002
19db19a86f97d611635b7adab72bcf1e@prksq.com,High Fluency/Low Quality - PerkSouq,22jan2023,1,10,.079999998
19e294723b8c118b94e9f4c831a6ff61@prksq.com,High Fluency/Low Quality - PerkSouq,23jan2023,1,21,.079999998
19eab9c10aa8d1f135daca465ef04c92@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,23,.079999998
19f506a1b134e06623d2074c189a274d@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,10,.079999998
19f76723540b21a907944011d49745b8@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,0,154,1
19ffca38ce0ec4c7cb0b4c0023d2b7fe@prksq.com,High Fluency/Low Quality - PerkSouq,23jan2023,0,8,.82999998
19ffca38ce0ec4c7cb0b4c0023d2b7fe@prksq.com,High Fluency/Low Quality - PerkSouq,26jan2023,0,61,1
1a00f8e58ef352b355c09d68c6d0001e@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,1,12,.079999998
1a06c4debf4f260a73b841b88b67c383@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,10,.079999998
1a0b45143c536c751ea4aea9295da84f@prksq.com,High Fluency/Low Quality - PerkSouq,22jan2023,1,0,0
1a0b45143c536c751ea4aea9295da84f@prksq.com,High Fluency/Low Quality - PerkSouq,23jan2023,0,79,1
1a0b45143c536c751ea4aea9295da84f@prksq.com,High Fluency/Low Quality - PerkSouq,22jan2023,1,0,0
1a0b45143c536c751ea4aea9295da84f@prksq.com,High Fluency/Low Quality - PerkSouq,22jan2023,0,190,.5
1a0ebc8b6cb343c82ba7980093591bed@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,1,23,.079999998
1a18979de11b8a952546ac7c943c303e@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,23,.079999998
1a1a6d8d356140e41abb8b3d11c8ee09@prksq.com,Low Fluency/High Quality - PerkSouq,23jan2023,0,0,1
1a1a6d8d356140e41abb8b3d11c8ee09@prksq.com,Low Fluency/High Quality - PerkSouq,23jan2023,0,4,.25
1a1c2f94fca90f4ff0a27636890de705@prksq.com,Low Fluency/Low Quality - PerkSouq,24jan2023,0,3,.92000002
1a1c2f94fca90f4ff0a27636890de705@prksq.com,Low Fluency/Low Quality - PerkSouq,26jan2023,0,32,.5
1a1e3aa119421eae0d44b3e7eb8d32bd@prksq.com,Low Fluency/Low Quality - PerkSouq,23jan2023,0,18,.5
1a1e3aa119421eae0d44b3e7eb8d32bd@prksq.com,Low Fluency/Low Quality - PerkSouq,10feb2023,0,117,1
1a2b09888f2c5051f50c0a1be168ffb7@prksq.com,Low Fluency/Low Quality - PerkSouq,25jan2023,0,0,.079999998
1a2b09888f2c5051f50c0a1be168ffb7@prksq.com,Low Fluency/Low Quality - PerkSouq,22jan2023,1,3,.079999998
1a2d1e8dab8f8f477f18efe4f00f719a@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,0,0
1a2d1e8dab8f8f477f18efe4f00f719a@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,0,0
1a2d74b88adc0c3fd51c0ada3dff7fd4@prksq.com,High Fluency/High Quality - PerkSouq,25jan2023,0,15,.5
1a31b19cb137d2a49b7237536388e20a@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,1,0,0
1a31b19cb137d2a49b7237536388e20a@prksq.com,High Fluency/High Quality - PerkSouq,24jan2023,0,79,.5
1a34e69c2ade7dc4934e16312db138ea@prksq.com,Low Fluency/High Quality - PerkSouq,24jan2023,0,126,.41999999
1a34e69c2ade7dc4934e16312db138ea@prksq.com,Low Fluency/High Quality - PerkSouq,24jan2023,0,428,1
1a34e69c2ade7dc4934e16312db138ea@prksq.com,Low Fluency/High Quality - PerkSouq,31jan2023,0,191,.82999998
1a39ec1eefb386dd059247cbb5799fce@prksq.com,High Fluency/Low Quality - PerkSouq,22jan2023,1,0,0
1a3db74d322155f9f84d782ed795e579@prksq.com,High Fluency/Low Quality - PerkSouq,22jan2023,1,21,.079999998
1a3f2217ef52fd13436044c64792ed81@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,1,0,0
1a3f2217ef52fd13436044c64792ed81@prksq.com,High Fluency/High Quality - PerkSouq,23jan2023,0,132,.57999998
1a404c30390d28300f5c9055562ff835@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,0,83,1
1a404c30390d28300f5c9055562ff835@prksq.com,Low Fluency/High Quality - PerkSouq,24jan2023,0,102,.17
1a4475583fba68f5e801afd039c713cf@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,0,0
1a47ccfa25c6b19785a5f5dace492b98@prksq.com,Low Fluency/Low Quality - PerkSouq,25jan2023,0,13,.17
1a47ccfa25c6b19785a5f5dace492b98@prksq.com,Low Fluency/Low Quality - PerkSouq,24jan2023,0,125,.57999998
1a5016f077aaaa537b4792c9c23bb916@prksq.com,High Fluency/High Quality - PerkSouq,24jan2023,0,18,1
1a515ba5ab79d57b62c2776da29ac120@prksq.com,Low Fluency/Low Quality - PerkSouq,23jan2023,1,0,0
1a58c38181993d0360567cee98681b68@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,1,0,0
1a58c38181993d0360567cee98681b68@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,1,0,0
1a5d94e07c1ebb64769b716da31f4bfe@prksq.com,Low Fluency/Low Quality - PerkSouq,23jan2023,1,0,0
1a639e31c1ba53528c9527909554cc5a@prksq.com,High Fluency/Low Quality - PerkSouq,25jan2023,0,0,.41999999
1a67b5498dfc2318fefce5e4757b847d@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,1,0,0
1a6ebac3164e34ee746853a7c98dc4f2@prksq.com,High Fluency/Low Quality - PerkSouq,22jan2023,1,21,.079999998
1a72a5dea24d78a1272c5ee357321a0c@prksq.com,Low Fluency/Low Quality - PerkSouq,22jan2023,1,0,0
1a7cc2c95c6f4333e04c64a962f0e1e0@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,21,.079999998
1a878db5ef6755ff507a6e61f07215d5@prksq.com,High Fluency/Low Quality - PerkSouq,24jan2023,0,298,.33000001
1a8e9f6689264fceb433787236baf52d@prksq.com,Low Fluency/Low Quality - PerkSouq,22jan2023,0,9,.25
1a8e9f6689264fceb433787236baf52d@prksq.com,Low Fluency/Low Quality - PerkSouq,23jan2023,0,4,1
1a91f7dfb5c2d4400d408082053c47f5@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,1,0,0
1a9a7bd40fdbaac317396d3be7d0e523@prksq.com,High Fluency/Low Quality - PerkSouq,22jan2023,1,0,0
1a9ba791bdd8ca1237f10ca0020f534f@prksq.com,Low Fluency/High Quality - PerkSouq,25jan2023,0,347,.5
1a9ba791bdd8ca1237f10ca0020f534f@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,10,.079999998
1a9ed92f78b3fa9dcb80803961f4c2a0@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,24,.079999998
1a9ed92f78b3fa9dcb80803961f4c2a0@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,22,.079999998
1a9ed92f78b3fa9dcb80803961f4c2a0@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,10,.079999998
1a9fe8f01515d0551db921d3434bd529@prksq.com,High Fluency/Low Quality - PerkSouq,22jan2023,1,21,.079999998
1a9fea4b87f79497dfc1a0529413a18d@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,0,0
1aa060634fa0796a79704e088a806e7d@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,21,.079999998
1aa47590645bbe91e3b1eed9655ca849@prksq.com,Low Fluency/High Quality - PerkSouq,23jan2023,0,0,1
1aa47590645bbe91e3b1eed9655ca849@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,1,21,.079999998
1aa80b146f65d1d803a33a99623b2410@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,0,0,.5
1aa80b146f65d1d803a33a99623b2410@prksq.com,Low Fluency/High Quality - PerkSouq,22jan2023,0,41,1
1ab5677ed7e98add6c1748c189bf21e6@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,1,10,.079999998
1ab5ee1f5781f2b4c7c6f810058de33a@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,1,16,.079999998
1ac7d9d4cc99199dd8bdae99e5421dfe@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,1,10,.079999998
1aca8c5271e35f5b7a9a10b6fe7c6ecb@prksq.com,High Fluency/High Quality - PerkSouq,22jan2023,0,29,1
