message_id,content,positive_RA1,category_RA1,positive_RA2,category_RA2,AGREED,CAT_AGREED,positive_db,positive_sm,category_db,category_sm,vote_resolved,category_resolved,final_vote,final_category,final_category_standardized
QBzA3SfbQ3StNL6TXeGfw7xq-gSL2v03oMpiIpbENObm,"Pier, Thanks for reaching out to me. I appreciate and respect the problem you are solving for but I don't invest in the pharmaceutical space. Wish you all the best,",0,industry,0,industry,1,1,,,,,,,0,industry,industry
rj9pfOPhqsQVzrY3N0DKEz0V8LGRS+WdRbEGxikWaM8R,"Hi Pier, By way of introduction, my name is [NAME], and I work with [NAME] on the investment team at [FIRM]. Thank you for reaching out with this opportunity! We definitely like the space and know it well. DO you have deck with more technical details?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
GDjuJDhgu+7H4mLDwotOw=t0gksXDPewUj4XUqhm033V,"We appreciate the opportunity, but we'll pass.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
14M5GVZWpIxgx2k9FqCEwl3oz2shN7FTpoTd40FxcUZ1,"We're looking for startups that have already gained significant market traction, so we won't be able to invest at this stage. Best of luck with your future endeavors!",0,stage,0,stage,1,1,,,,,,,0,stage,stage
fTDsXpXeHycjIZIxSh9G8-oxbDjbjZU8C5cmCSX1+5eo,Not a good match for our portfolio.,0,portfolio conflict,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
FQvV=haw9hd-3RrIX9yN98L3DI2YDhBs7efYg0qs9pn2,This is not a fit for us at this time. Well pass. Thank you for thinking of us,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
FOV8dDm8YqIT5qIpdCeWNa4LpUgpc7vcIFZhZAb50K-O,"Hey Pier, thanks for reaching out! We're excited to learn more about your business. Can you send us the full deck?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
EfUjgE5y9DXDweu0yBDniCx+OYb3puPk+RujxBF8=5yY,"Hi Pier, Thanks for your email, were a fellow healthcare startup ourselves, but best of luck with it all.",0,no investments,0,no investments,1,1,,,,,,,0,no investments,no investments
GyKYMR-BznL7iF9X941kiu9QKO0CX3yyHXcF9E5Mzji5,"Thanks for reaching out to share this with us - we're taking a look at your materials. Due to the amount of outreach we receive, we unfortunately don't have the bandwidth to respond to everyone that reaches out to us. Having said that, we do review every deck that is sent to us and will be in touch if we think there could be a good fit for [FIRM]. Thank you for your understanding and for sending this company our way!",1,reviewing,1,formal application,1,0,,,,,,formal application,1,formal application,formal application
AG5LP+tlBH+kxx6nfxswv4UZS8-=KfYacAGPGEF1a=hq,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
7dy++bVmYFYBca1KtZbjR-DNip-KIlhch29IXeumApZr,"Pier, Thank you for connecting and introducing us to this opportunity. Unfortunately, we are going to pass at this time, as this falls outside the scope of our current investments. We wish you the best of luck moving
forward. Best regards,",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
C0rPU=eho-VNzRBGvsrJoa7rYWgAG5NGwcauPZ-OGtI1,Thank you for sharing your pitch. Can you provide more information about the regulatory environment and potential barriers to entry?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
J3YdioDC2RqGq6v5-QBuSHQ1cauzMYxq98yrMedz29NG,We're unable to invest in this opportunity.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
db6CfzP5fRLvQzLE7Ek51GgNu767ihBOqNEeTLKMlwQB,"We appreciate your interest in our firm, but we're currently not considering new investments.",0,no investments,0,no investments,1,1,,,,,,,0,no investments,no investments
yFQOSVbNY-fVPxmRrFlUAv8UVAIavr+z=bIwiATp=u2l,Not within our investment focus.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
lcD6BehY10=z0uz6iD-APYdccgDALpvrtafLgk1AovwT,"No, not a fit.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
uKkgzaPnvwvvktzfvD5dDMNuvhFBjVpVNsx6JxaZQ-h3,Thank you. This is not in my area focus - please take me off your list.,0,investment strategy,0,industry,1,0,,,,,,industry,0,industry,industry
lubMEPcN-WTu+GHKrzu9jOsiMBp63COlhd1ZiIv8Glpg,Thanks for your pitch. We'll keep it on file and contact you if our investment focus changes.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
oPb-uDT7srLMkiktsSiSJTg05+GShax2AkG2RXRTPAdh,"Unfortunately, this is not within our focus area.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
S3c8SXc6t5Hpl1h1oiDhskg6P11UqS541DJf8ph4U1iv,"Thanks Pier, where is the company based?",0,more info/clarification,1,more info/clarification,0,1,1,1,more info/clarification,more info/clarification,1,,1,more info/clarification,more info/clarification
drWbWQNR91sSw7ez0Ff6hnJjavaiwTkqk99BEtPHMO4F,Pass for now.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
6Ea3VWdzpFLRWDgB66GFF0GJmq3lDden7pbU-JtppCmW,"Unfortunately, we are not currently investing in this sector.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
ZM+icVyk+nmjTOfVQDkSazG8DojvAUCPaeKd2qn7c7yI,Can you send me the full deck?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
OLMqJWWDiQhGxNTxIM9yyNVw7pEWXvnJWQEJSt10n1ho,"We appreciate you sharing your pitch, but we are currently only investing in startups located in specific geographic areas.",0,geography,0,geography,1,1,,,,,,,0,geography,geography
gy7J9wcvSCmI7=tCtPpGMeta5UcTFlWWLqqRAQ5nqXQ+,Please do not contact me again,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
CclSwgPdledqVYCOn5qyY+AbhIkK6KVFJu+Wc+R3i4kx,"Thanks, but we'll pass.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
ILtAmCurolgs4VXqfjtgNs57wzQpD8Fy197I7A41mse2,Unsubscribe,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
qmvpnuHi0axXNpnwiiAtjbFIsn2XZJmk+eDdHxE49+79,"Hi Pier, thank you for your interest in our venture capital firm. We found your pitch for Brachytix to be quite promising. However, we would like to learn more about your team and their expertise in the pharma industry.",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
FQdUeNuWy7nBv=6ciTxN9gwhUQJz2O=wa0pk6Py+OBqU,"Thank you for thinking of us. We would love to learn more. I am looping in our investment team so we can take a closer look together.In the meantime, could you do us a favor and fill out the 'pitch us' form  on our website?",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
TbLso=Zk8IHQf3yfy5-uRYakty9VVPWJ39maaPbG-d3K,No for now.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
O754FyBUJNqFVYQLZ1lFmztJVBRpo-DWH0AYqaBAMlod,"Thanks for reaching out, Pier! We at [FIRM] are  interested and have some questions. Could you tell us more about the approval process associated with your device?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
JcyIKo36Rb5C-jjng8oUVRVsxx+pB4GE6Z04bkprxCrZ,Are you avilable to connect via Zoom tomorrow?,1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
No+a8nge+Ax2Fjs2iNf5W80H3L5J9+yTCn+o3h6f=U2H,We're not currently investing in your sector.,0,industry,0,industry,1,1,,,,,,,0,industry,industry
ZBIBMn7=pAN2q+SVH-n126nP7b-aRtXi+GbxDP4fKhb,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
rImDAmQgyh=ibVE8O1VtW44fMADt6OU5P1nzOHB6ARN2,We were impressed by the results of your clinical studies and would like to learn more about the evidence supporting your approach. Can you provide additional details on the methodology of your studies and the results you achieved?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
TdvyJACcFTTk9Uutme0MdgtP3Wwc1BRwJv0q3R4Gkqcl,Thanks for sharing. I'm interested in hearing more about your development plan and how you plan to execute on your vision.,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
40cxCJceOkRlrvKMnI+bP--ZDDSMLTY95WdrCMHt69If,"Unfortunately, we have to pass.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
xF8qlzsamYY+rGNpLaSEhsVKsunzWDf7=sJKkYND7urr,We're not pursuing opportunities in this area at the moment.,0,no investments,0,no specific reason,1,0,,,,,,industry,0,industry,industry
deAlM0VV2ZNnWCYKED4-Jy5JmB2i093drS+R5mBRV7=q,Where are you based?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
5=Sxgy4rWbEgqjrYg4gAZ6BpmIfObQvCA3AlMei2wQT1,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
tXwOYnfnikbO2Vzdr1U0Dg2eNr6MfIsoGhKZhKGR9ZVc,Not within our investment parameters.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
BCuePVzN+jWegYzK-98XvvsHXGFDVgU30EmzIy5KauUh,No thank you,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Dr+Ow4T6wiHn06axhJPX3-22G9mYwZpXI8359xHux5J7,"Thanks for the email, but we do not invest in the healthcare space. Best of luck with the raise.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
EOXGO9JMGtCggDYe-2ODuCJvuG9FIlZb=ekt+Elb-tvO,Not within our investment interests.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
8UaezL6yVCAs=m-dhGyQb+V7nus3L86-Iie080XcNFuW,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
sZUxO0PMvR9AOe655sHYjxxTj47ChiH=Q0FonK-mk-aA,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
IK9nZZ+4SARO+=R++dTk3mqZ5vgJmasxS4MLNRWao27n,"Dear Pier, Sorry but we don't invest in seed rounds and biotech with our funds.",1,stage,0,stage,0,1,0,0,stage,stage,0,,0,stage,stage
PeJsppb-6EMbSAtZIqzKktgz+Tmk0y1CYeHaRVU=RbhQ,"Hey Pier, Appreciate you reaching out.  Unfortunately, Im not savvy enough on this category to feel comfortable investing.  Best to focus on others.  Good luck,",0,industry,0,no specific reason,1,0,,,,,,industry,0,industry,industry
wPqP2pcixIWXAiE2HVFs8I4MiBWKuNIu7yBTwF17-mpC,"While we may not be the best fit for investment, we do know of some other investors who may be interested in your startup. Would you be open to an introduction?",1,referral,1,referral,1,1,,,,,,,1,referral,referral
kT8eZaSdrTm5u4lA9bkS2L7RUlmcg=M4k8mEpqgw0r=+,No,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
NA=6DEbLL01cnrCHgcn6F=TxNI9chW0vroZbvH-ZRFAc,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
gORZOjmct5ROQ1e5d3qvS8thK7s-TH5XgwGRiTm1B2Vc,Not within our investment wheelhouse.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
vuDhAVxi7PnJ85lkPauzkanzRYGC9imwKdOxnVhuPvCc,"Hi Pier, Thanks for the email but this isnt the right fit for us.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
qPK7Gatpu+lDTjpE3zkNKbLXOjicE2y=-fbykwLMMYL6,Thank you for contacting [FIRM]. We like what we saw and ask you to submit your full pitch deck here [URL],1,click on link (full deck),1,more info/clarification,1,0,,,,,,more info/clarification,1,more info/clarification,more info/clarification
8wAqdVCDm+lJotey3p3Ldn=F4GNKOPpa11Ue2s6fzNZm,"HI Pier, Your startup idea sounds very interesting and I would be excited to learn more! How can we exchange further?",1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
idjeOOxEZiGj8JclQ-+qJr4jO7NbcOxPj8RBeziIbqb4,"Sorry, not interested.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
AIMxpVcy=qfdN8Hl6k=4pJjuyLRT3wBlPOoGNB1vYHah,We'll keep your startup in mind.,1,reviewing,0,no specific reason,0,0,0,1,no specific reason,reviewing,0,no specific reason,0,no specific reason,no specific reason
ewNoqmBwLr7H8aksRwkoZ+T4mRlAXIvlUV3YgpUne1c,Not in our investment sweet spot.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
3Smx+4YVR7ZzxUAE5FSCk3-9E9NRPfpjarlsYGZLtQPt,We would like to better understand the clinical evidence supporting your approach and the potential of your product. Could you provide more information on the methodology of your studies and the key findings from these studies?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
6Hx=fiIAnhm2nwKm1wgfIXOmjXBBH366Ux8lG3X3uIfw,"While we find your pitch intriguing, it's not a fit for our current investment strategy.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
dFko0ECVxGoT9eg7lUvr4xQqbk4Gcj1tUtrtuVLhMwqL,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
tK+tNWbKX1qfx1p0wn6nBI67HHURZ+qsLGz+DnVg0jW3,Thank you for sharing your pitch. Can you explain more about the team's product development and prototyping process?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
oMmxcutUXnFl9Bh9N7=MG=Pvou9IykYIV-Jk3M4fNsE-,"Hey Pier, I'm not the right person here, can't provide any seed money, good luck",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
ShnY6D7ACeecJjWxqcSZJPSng+yz7wd8EKTwEprFndmE,"Hi Pier, thank you for reaching out to us with your pitch for Brachytix. We are excited about the potential of your startup. Could you please provide us with more information about the scientific foundations of your idea?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
V+cexEPWMBaTZ8cZzozTZ7T+BYIDV+EOGU+c7p7XmAqQ,"Hi Pier, Thank you for reaching out and for your interest in [FIRM], but Brachytix is not a great fit for us.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
i7J=h1lUp4NhSACweIqroxBpX=QtJQ7KZyOZt7v0M=uC,"Unfortunately, we're not the right investor for this opportunity.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
xpmmF8PJi+SAmjOPaReu=LgKSAaawGG33CpvK64Bqdj+,Not interested in this particular opportunity.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
JKzU2TZIz1m8saN7bXKIgcd37Smu98IPwdlVjgiFvoia,The clinical evidence supporting your approach is a critical aspect of our evaluation. Could you provide more details on the methodology of your studies and the results you achieved?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
SrBmwadsFXfgGvc7g423oYRnDrOnlN2wt45m7U+2UK-N,"We appreciate your pitch, but at this time, we believe that your company requires more evidence of its user acquisition and retention before we can consider investing.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
LZevuOY7pMtwhbjx-gFfnSF0AGyJ8FT8cnOFNKcU1SW4,Not interested.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
3nLetwFjtyEK1543QlJRe6FzRSeaL1tTAlTZRdBEV63G,I'm not investing any more,0,no investments,0,no investments,1,1,,,,,,,0,no investments,no investments
d77cZqwGNUhIlhxCWLvqWdZIJFY-COK--6lxvSxNJ+Aa,Not interested in investing.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Ksazbvx-hh+1FOYHsk-2yVDF7dPe13uluzE2Eoh9wr-U,Thanks for sharing your pitch with us. We'll keep it on file and reach out if we see any potential for investment in the future.,1,reviewing,0,no specific reason,0,0,0,1,no specific reason,reviewing,0,no specific reason,0,no specific reason,no specific reason
PCz5Wc-NJ2Q3wU7PdPSiZ=MxWAvVX6Zu6iV+Ik4Ggtxm,Thank you for your pitch. Can you tell us more about the regulatory approvals needed for your product?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
MCzF3OB+pfyUK551B-C2IyluuGReQ++p67eBLzBMfz3m,"Thanks for the opportunity to review your pitch. We're not interested in pursuing this opportunity, but we appreciate your interest in our firm.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
WaGFEgTUUJiw5pbYSeXc2hN+ePN3A0wQ-aHja1DT+FHT,"Thanks, not interested.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
52nxggOGiGgaPKWE9WBjf0+9Q=R3uU5-R0W8VoxSd76r,Not a viable investment opportunity for us.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
DLJtXNfzNN444CY9BI6YheBUjidVLz9095oo0=Mkjefa,"Pier, We are mainly a studio fund that invests in projects that we found or co-found. We do not do much traditional venture capital anymore.",0,investment strategy,0,no investments,1,0,,,,,,no investments,0,no investments,no investments
ihWTM8jXJvQxT5hxGhJS205jphwV3frZKepB6YOkyaZH,Thank you. We are not interested. Best wishes for a successful fund raising activity.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
kK8Vri85MsdxeX02djcTl1=PXjJOVWANTwy8uQclCkcE,Not in our wheelhouse.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
3S+L+D4WgcngBygdpSin2vMWsbkcwacwrTtbV9IOhSJz,"Thank you for sharing your pitch, Pier. Can you provide more information about your existing investor base and their terms?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
IK1HSdhhb+RuH7SAdePeKKifZLh0KrHWhbEHYYZLiNDZ,"While we appreciate your interest, we typically invest in more established companies.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
oIQEgr9leXuC9-ub49n4cnbe569xzbtd+06dIKXWCbpO,"Thank you for your pitch, Pier. Can you provide more information about your projected cash flow and break-even point?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
PWbN8mKfuiGF=LriUV-0p9FRV3L8VJQys6tlYBib3NtC,Thanks but this kind of investment is far outside our scope of activity.,0,investment strategy,0,industry,1,0,,,,,,industry,0,industry,industry
AFZY-IQMkEznOlzrU1wMf4PYxSNZnyj8Y8wb1SpIxWQl,We're not the right investor for your current stage of development.,0,stage,0,stage,1,1,,,,,,,0,stage,stage
smat6ZmIMl8H0Y0a8d1v4q4Eaxdj4NqprTGK4hnW8tho,"We're not currently investing in this industry, but we appreciate your pitch nonetheless.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
V8Cb=NVPachthtvMTOQbri6TQ+wxWg0P7R0lLqvqMhSQ,"We are interested in your startup, Pier. Can you clarify your financial need and runway extension plan?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
NaIZV2QeWeBlF1qcXqa6i3--YRjAc5ZajjUFpl81hdgO,Not something we're currently pursuing.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
eggMWSwwxUaw-VndjfddNPJw-Si-cbcekjkt+Fct6nEq,"Thanks so much for your email. Unfortunately we already have a portfolio company in this space, and also do not invest in devices.",0,portfolio conflict,0,portfolio conflict,1,1,,,,,,,0,portfolio conflict,other
BFi7R3ERJnDv7F2sy6EQDXrHsmUShCezSHBuH-lT82N9,Please UNSUBSCRIBE and do not send anything more.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
KDeV8gm8iTLXPpaqwHE1xh1BH0xa+idU2FUMdlPPait1,"Not likely a fit for me but thanks for sharing. I don't know much about MD. Some thoughts to consider: - if so early/pre-clinical, why the focus on hiring sales/marketing? Why not invest to get the data - then do next raise as you get closer to market? - 36MM seems a tiny achievable market - might there be a way to realistically believe you can get more of the TAM? - if only 30 patients so far, how can optic neuritis/radiation injury be considered rare - if even 1 case, then 1/30 is a common problem",0,industry,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
EJ=KWnk27DY9kSwn9pfvFsVvR1-Nlv5=s8=KmFE=SeQg,Thanks for sending over your pitch. I'm interested in meeting - let's set up a call or in-person meeting soon.,1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
YEABBgybGH=sdxZPh3TsJcKV6ga1bhtNfY1+PbX5Fe9l,Not a good match for our portfolio.,0,portfolio conflict,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
nSa6xlNtyjGdjV5xGg7TJ9ooH1rUhtaDbDl1JufLO6Z3,Not a fit for us Pier. We're pediatric-focused. Best of luck,0,industry,0,industry,1,1,,,,,,,0,industry,industry
LpcUppD1wKKoZaMOIR+3Yjelg0sM2Fs1jEg+0KMwHf08,"thanks but not my area. I am curious, where did you get my email? All the best of luck Pier",0,industry,0,industry,1,1,,,,,,,0,industry,industry
SsuXW0e0ZLUZY8Jg0p+Z4E=o7-Au+ydKJyeKWYq++bU3,"Hi Pier, You're receiving this email because we recently reviewed your deck and like it. We'll be in touch soon with next steps.",1,reviewing,1,updates,1,0,,,,,,updates,1,updates,updates
8ekj2SF3xmS+En8SrNXu0lBAkXKbeIXfMcr4kVemtowF,"Pier, thanks for sending us your pitch deck. We at [FIRM] were quite intrigued by your idea and have some questions. Could you provide us more details regarding the scientific foundations supporting the device?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
tYy98V8OiBvafOayRL2Yp0sEjv9klHqtxmGp-=7uRo8E,Why am I on your mailing list Pier and how did you obtain my email address?,1,more info/clarification,0,no specific reason,0,0,0,0,no specific reason,no specific reason,0,no specific reason,0,no specific reason,no specific reason
hpDrbXaU4UlFC4WgIPbwS3fLdxSB3TgZvZMYH1SR9SKv,Dear Pier Thank you for sharing Branchytix. I will pass on the opportunity. We have primarily focused on digital and information technology and unfortunately have not developed the capability for other sectors just yet.,0,industry,0,industry,1,1,,,,,,,0,industry,industry
uqcT75xS7cY-H7NnDAUeDFHWq=cguagr0-e0D0506UtX,"Thanks for the approach, yet unfortunately outside our investment focus - All the best",0,investment strategy,0,industry,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
YtRJp6yXLjfemPst1FeKvcegcxLI9IGQOk39NkNFNqbC,"Thank you for sharing your pitch. We're not a good match at this time, but we wish you the best of luck.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
nN=Yu3bQji2ezhtsssA4kHZfu1QTtRuXQieXYMPeYixa,"No, not interested.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
n7Rq+VJ34KEo5T4UiLiJm0V5HRlZXvsm+4sOeWSawzWl,Thank you for email. I don't invest in healthcare startups. Please remove me.,0,industry,0,industry,1,1,,,,,,,0,industry,industry
bsNTpWSp=U1fQx9AdQQQ3VNmMDNFXumGuy6sj5cdwXk,Hi PierThe clinical evidence you have provided is a promising sign of the potential of your approach. Could you share more about the methodology used and the key results achieved in your studies?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
DhVrxIC0QFk8OcoPFWqcIZU90eJEYiG+sDZwvgD5rVAc,"No, we're not able to invest at this time.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
79WKiABMqgqPAtZgyzvaHZ1+SwiuRyrYPVfmH6eEJ7wS,We are impressed by your pitch. Can you provide more information about the team's previous successes and failures in the industry?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
ADMg4PHAxU3T25imry7DC1o69Qmc7mSV7Pbv-6k4AAs=,"Thanks for reaching out to us. Unfortunately, we don't invest in this industry at this time.",0,no specific reason,0,industry,1,0,,,,,,industry,0,industry,industry
LDLDg5EXDLAH88T=v7d-iyJjXaQmwxghtafrI50jKKML,"Thanks for reaching out, but this is a bit outside of our area of expertise",0,industry,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
wYyta+f2a776EzjpctoQS+CnQ=PzZP4-15OaxnI1OvqB,Not within our investment interests.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
X0bwgyhhiuOJa4stIrWJW75m7JSBOOR53B=at6ryjSc9,"Hello, I am impressed with the concept you've shared in your pitch. Can you provide me with the complete pitch deck so I can gain a better understanding?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
FE2Avd-ndvCYZP36xB=g6ffkpkgGyxOuseX+D6-qyrF5,Not within our investment wheelhouse.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
x15lxe1vufvJvJHNr6kBM-0tQJWb2v86SZCDlrzS8AkG,Not in our current priorities.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
ouqXcxafZoyjHKAfZT+2A19tvKQy=CtmplZQ--qyrbri,"Thank you for your pitch, but your proposed deal structure conflicts with our investment mandate and we cannot move forward with your company as a result.",0,structure,0,structure,1,1,,,,,,,0,structure,other
leo0VRLX0X3Cecp3GrY9cTv5L7MHj9YrPxMlJfyueG+i,"Hey Pier, Could you send the full deck to me?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
Xzv6-pxUGqhehBknUdLY9AGGaU8xpP-uWgUmUgxdhWp3,"Hi Pier, thank you for reaching out. We are not interested. Good luck with Brachytix!",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
iU-y9uNFOjVAD=EdVP06GTUkkD6lN8sG8SgWozGtnCXf,"While we are impressed with your company, our investment portfolio is currently fully allocated, and we cannot move forward with your proposed deal structure at this time.",0,portfolio conflict,0,structure,1,0,,,,,,structure,0,structure,other
REIRp7nNlCw+bQzQ4FmY1R4M7aFxxE1bpIryLMZPs6FP,"Perhaps the deck said, but where are you located?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
gBJ5bkRWgtRrbcA6CIz2tnk5SUlnxAMTpaIcwPH4yM+9,"Unfortunately, we are not active in the pharma industry and cannot pursue investments in this area.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
9BW8xO78mtVf8LFxMoNeSx7VdD0j4Mql2d1n6LP0PORu,"Hi Pier, we were impressed with your pitch for Brachytix. However, we would like to learn more about the clinical trials for your startup. Can you provide us with more information on this aspect of your idea?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
D1hRjZsH4dyOy-CrTUprkQFEgqUufSnruXi4mbcPAIeJ,We're not currently investing in your industry.,0,industry,0,industry,1,1,,,,,,,0,industry,industry
dqfuFB=YqttOcHg0aHF4tLmJJ8XDKCool8gdbAEaT=T6,"Thank you for sharing your pitch, Pier. Can you provide more information about your cash flow and projected expenses?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
